question_number,question_text,choices,has_image,deepseek_answer,deepseek_explanation,deepseek_confidence
119B11,毛細血管内血液の還元ヘモグロビン濃度が5g/dL以上になると出現し、皮膚や粘膜が暗紫色になるのはどれか。 ,a. 黄疸 | b. 紅斑 | c. 紫斑 | d. 網状皮斑 | e. チアノーゼ,False,e,チアノーゼは毛細血管内の還元ヘモグロビン濃度が5g/dl以上になると生じる特徴的な暗紫色の皮膚・粘膜の変化を指す。他の選択肢は黄疸（ビリルビン）、紅斑（炎症）、紫斑（皮下出血）、網状皮斑（血管網の異常）であり、直接ヘモグロビン濃度と関連しない。,0.95
119B12,思春期の脊柱側弯症の身体診察でみられないのはどれか。 ,a. 肋骨隆起 | b. 胸椎の叩打痛 | c. 片側肩甲骨の突出 | d. 肩の高さの左右差 | e. ウエストラインの非対称,False,b,脊柱側弯症では肋骨隆起（a）、肩甲骨突出（c）、肩高左右差（d）、ウエスト非対称（e）が身体所見として認められる。叩打痛（b）は炎症や感染、骨折などを疑う所見であり、特発性側弯症では通常認められない。,0.95
119B13,女子の思春期で正しいのはどれか。 ,a. 初経は排卵性の月経である。 | b. 思春期まで卵胞数は増加する。 | c. 初経前にゴナドトロピンは低下する。 | d. 大量のエストロゲンは骨端線を閉鎖させる。 | e. 二次性徴は陰毛発育、乳房発育、初経の順に進む。,False,d,大量のエストロゲンは骨端線の閉鎖を促進するため正しい。初経は無排卵性が多く(a誤)、卵胞数は出生後減少し続ける(b誤)、ゴナドトロピンは思春期に上昇し(c誤)、二次性徴の順序は乳房→陰毛→初経(e誤)である。,0.95
119B14,在宅医療·介護のサービスで医師の指示が必要でないのはどれか。 ,a. 訪問介護 | b. 訪問看護 | c. 訪問栄養指導 | d. 訪問薬剤管理指導 | e. 訪問リハビリテーション,False,a,"訪問介護（ホームヘルプサービス）は介護保険に基づく生活支援・身体介護が中心で医師の指示を必要としない。他の選択肢（b,c,d,e）はすべて医療行為や専門的ケアを含むため医師の指示が必要となる。",0.95
119B15,消化管位置異常のない患者で上部内視鏡検査を開始する際にとらせる体位はどれか。 ,a. 右側臥位 | b. 起座位 | c. 仰臥位 | d. 砕石位 | e. 左側臥位,False,e,上部内視鏡検査では胃の内容物が胃底部に留まり視野を確保しやすくするため、左側臥位が標準的な体位として用いられる。,0.95
119B16,急性中耳炎の症状で緊急に画像検査が必要なのはどれか。 ,a. 耳痛 | b. 耳漏 | c. 頭痛 | d. 難聴 | e. 発熱,False,c,急性中耳炎で頭痛が持続する場合、髄膜炎や脳膿瘍などの頭蓋内合併症が疑われるため、緊急の画像検査（ct/mri）が適応となる。他の症状は通常の中耳炎でも認められ、画像検査の緊急適応とはならない。,0.85
119B17,透析導入されていない保存期末期腎不全患者の食事療法で制限が必要ないのはどれか。 ,a. リン | b. 食塩 | c. 蛋白質 | d. カリウム | e. エネルギー,False,e,保存期末期腎不全患者では腎機能低下に伴いリン(a)・カリウム(d)の排泄障害、蛋白質(c)代謝産物の蓄積、食塩(b)による高血圧悪化を防ぐため制限が必要。エネルギー(e)は不足すると体タンパク分解を促すため、十分な摂取が推奨され制限対象外。,0.95
119B18,動脈採血に最も適しているのはどれか。 ,a. 総頸動脈 | b. 鎖骨下動脈 | c. 尺骨動脈 | d. 大腿動脈 | e. 膝窩動脈,False,d,大腿動脈は太く穿刺が容易で、動脈採血で一般的に使用される部位の一つである。他の選択肢は深部に位置する、合併症リスクが高い、または細すぎるため適さない。,0.9
119B19,めまいを呈する疾患とその特徴の組合せで誤っているのはどれか。 ,a. Ménière病 - 難聴 | b. 小脳梗塞 - 運動失調 | c. 聴神経腫瘍 - 聴力低下 | d. 脳幹出血 - 視力低下 | e. パニック症 - 動悸,False,d,脳幹出血では視力低下ではなく、めまい、複視、運動麻痺、意識障害などが主な症状であり、視力低下は一般的に起こらないため。他の選択肢の疾患と症状の組み合わせは正しい。,0.95
119B20,妊婦が胎動を感じ始める妊娠週数はどれか。 ,a. 4 | b. 12 | c. 20 | d. 28 | e. 36,False,c,胎動を感じ始める時期は一般的に妊娠18～20週頃であり、選択肢の中では20週（c）が該当する。初産婦ではやや遅く、経産婦では早まる傾向があるが、28週（d）は妊娠後期に入るため一般的ではない。,0.85
119B21,血中FSH54mIU/mL(基準5.2~14.4)、血中エストラジオール10pg/mL(基準25~75)の場合、続発性無月経の原因部位はどれか。 ,a. 視床 | b. 視床下部 | c. 下垂体 | d. 副腎 | e. 卵巣,False,e,fsh高値とエストラジオール低値は卵巣機能不全を示し、卵巣が原因部位と考えられる。視床下部や下垂体障害では通常fshが低値となる。,0.95
119B22,個人情報の医療機関から第三者への提供で、本人の同意が必要なのはどれか。 ,a. 患者の職場からの照会への回答 | b. 調剤薬局からの疑義照会への回答 | c. 健康保険の審査支払機関からの照会への回答 | d. 市役所からの生活保護受給者に係る病状調査への回答 | e. 医療事故発生時の医療事故調査·支援センターへの報告,False,a,"患者の職場への情報提供は治療目的や法的義務に該当せず、原則として本人の同意が必要。生活保護関連（d）は法的根拠に基づくため同意不要。他の選択肢（b,c,e）も医療連携や法規定に該当し同意不要。",0.95
119B23,乳児で緊急処置を要するバイタルサインはどれか。 ,a. 体温38.0℃ | b. 脈拍52/分 | c. 血圧76/52mmHg | d. 呼吸数36/分 | e. SpO296%(roomair),False,b,乳児の正常な脈拍数は通常80-140回/分であり、52/分は著明な徐脈を示す。徐脈は心肺機能の低下や重篤な状態を示唆し、緊急処置を要する。一方、spo2 96%はroom airでは正常下限であり、酸素投与の必要性は状況によるが、直ちに致命的とは判断しにくいため優先度が低い。他の選択肢（体温・呼吸数・血圧）は正常範囲内である。,0.95
119B24,我が国で心臓死の後に移植で提供できる臓器はどれか。 ,a. 肺 | b. 角膜 | c. 肝臓 | d. 小腸 | e. 心臓,False,b,日本の臓器移植法では、角膜は心臓死後でも提供可能な組織である。一方、心臓・肝臓・肺・小腸などの臓器移植には原則として脳死判定が必要となる。,0.95
119B25,診療所長の医師が、実際には行っていない従業員への診療の報酬を繰り返し請求していたことが発覚した。厚生労働大臣はこの医師の保険医登録を取り消す処分を行った。処分にあたって最も問題とされたのはどれか。 ,a. 情報開示 | b. 法の遵守 | c. 労働者保護 | d. 経営の健全性 | e. 情報セキュリティ,False,b,保険医療制度における虚偽請求は保険医療法違反に該当し、「法の遵守」が要件となる保険医の適格性が問題となるため。他選択肢は直接的な違反理由として弱い。,0.95
119B26,65歳の男性。糖尿病のため教育入院中である。医師が病棟の廊下を歩いているときに、病室内から大きな音が聞こえた。急いで病室へ駆けつけると、患者がベッドサイドに倒れており、呼びかけに対して反応がない。まず行うべき対応はどれか。 ,a. 応援を呼ぶ。 | b. 頸椎を固定する。 | c. 胸骨圧迫を開始する。 | d. 呼吸の有無を確認する。 | e. 頸動脈の拍動を確認する。,False,a,反応のない患者に対し、blsガイドラインではまず応援を呼び（周囲の協力を得てaedや119番通報を手配）、その後呼吸確認を行う。病棟環境では他のスタッフを迅速に召集できるため、最初にaを選択する。,0.85
119B27,"9か月の男児。9~10か月健康診査のために両親に連れられて来院した。在胎38週、体重2,890g、頭位自然分娩で出生した。身長72.2cm、体重8,520g。座位は安定しているが、1座った状態から立位への移行はできない。つかまり立ちはできるが、2独りで歩けない。小さな玩具をつまむことができるが、3積み木を積むことはできない。自分の手を見つめるが、4視線が合わない。「アー」「ウー」などの発声はあるが、5「ママ」「パパ」などの意味のある言葉は言わない。下線部のうち、発達の遅れが考えられるのはどれか。 ",a. 1 | b. 2 | c. 3 | d. 4 | e. 5,False,d,9か月児で視線が合わないことは社会性発達の遅れを示唆する所見である。積み木を積む（通常1歳半以降）や意味のある単語（通常1歳前後）はこの月齢では期待されない。つかまり立ちから独歩は1歳前後の発達であるため正常範囲内。,0.95
119B28,"78歳の男性。安静時の強い呼吸困難のため、家族とともに救急外来を受診した。呼吸困難のため本人からは病歴の情報を十分に得ることができない。家族によると、昨日から体動時の呼吸困難を訴えていた。慢性閉塞性肺疾患のため5年前から自宅近くの診療所で在宅酸素療法(1L/分)が導入され、来院時は、1L/分の酸素を吸入している。意識は清明。体温36.8℃。脈拍96/分、整。血圧130/80mmHg。呼吸数28/分。SpO287%(鼻カニューラ1L/分酸素投与下)。体格はやせ型。吸気時に肥大した胸鎖乳突筋が特に目立ち、口すぼめ呼吸をし、喘鳴が著明である。動脈血ガス分析(鼻カニューラ1L/分酸素投与下):pH7.35、PaCO255Torr,PaO250Torr,HCO330mEq/L.初期対応で適切な酸素投与方法はどれか。 ",a. リザーバー付マスク15L/分 | b. リザーバー付マスク10L/分 | c. 鼻カニューラ5L/分 | d. 鼻カニューラ2L/分 | e. 鼻カニューラ0.5L/分,False,d,"copd増悪時の酸素療法では、低流量の酸素投与でspo2を88-92%に維持しつつco2ナルコーシスを回避する必要がある。患者は現在1l/分で低酸素（pao2 50torr）であり、鼻カニューラ2l/分（d）が適切な増量となる。リザーバー付マスク（a,b）は高濃度酸素によるco2蓄積リスクが高く、5l/分（c）では過剰投与の懸念がある。",0.85
119B29,30歳の初妊婦(1妊0産)。市販の妊娠検査薬が陽性であったため来院した。2年前に糖尿病と診断され、1年前から自宅近くの診療所でインスリン治療を受けている。最終月経は7週間前。月経周期は28日型、整。尿所見:蛋白(一)、糖(一)、ケトン体(一)。血液生化学所見:血糖92mg/dL、HbAlc6.0%(基準4.9~6.0)。経雇超音波検査で子宮内に頭殿長〈CRL〉2.0cmの心拍動を有する胎児を認めた。妊婦は糖尿病に伴う胎児形態異常を心配している。この妊婦への説明で適切なのはどれか。 ,a. 「人工妊娠中絶を勧めます」 | b. 「胎児の形態異常は超音波検査で分かります」 | c. 「インスリンから経口糖尿病薬に変更しましょう」 | d. 「75g経ロブドウ糖負荷試験で耐糖能の再評価をしましょう」 | e. 「胎児形態異常のリスクは糖尿病ではない方とほとんど変わりません」,False,e,妊婦のhba1cが基準範囲上限（6.0%）で良好な血糖コントロールが維持されており、器官形成期（妊娠7週）には既にインスリン治療を受けている。糖尿病性胎児奇形のリスクは主に妊娠初期の血糖コントロール不良に関連するため、適切に管理されている場合はリスク上昇が認められない。他の選択肢は妊娠管理ガイドラインに反する（a:異常なしで中絶不要、b:早期超音波では検出困難、c:妊娠中は経口薬禁忌、d:既に糖尿病確定で不要）。,0.95
119B30,"80歳の女性。意識障害のため救急車で搬入された。家族によると、1週間前に左大腿に痛みを訴え、市販の痛み止めの内服と湿布薬貼布で様子をみていた。2日前の夜に39.0℃の発熱を認め、昨日悪寒が出現した。本日、呼吸が荒くなり、意識がもうろうとしてきたため家族が救急車を要請した。来院時、意識レベルはJCSⅡ-30。不穏状態である。身長148cm、体重58kg。体温39.0℃。心拍数144/分、整。血圧70/40mmHg。呼吸数40/分。SpO294%(フェイスマスク6L/分酸素投与下)。左大腿部が腫脹し、皮膚表面は硬く暗赤色である。血液所見:赤血球375万、Hb11.8g/dL、Ht35%、白血球3,000、血小板7.7万、PT-INR1.3(基準0.9~1.1)。血液生化学所見:総蛋白5.1g/dL、アルブミン1.9g/dL、AST47U/L、ALT62U/L、LD253U/L(基準124~222)、CK58U/L(基準41~153)、尿素窒素32mg/dL、クレアチニン0.6mg/dL、Na130mEq/L、K3.9mEq/L。CRP28mg/dL。動脈血ガス分析(フェイスマスク6L/分酸素投与下):pH7.51、PaCO218Torr、PaO280Torr、HCO3-15mEq/L。心電図は洞調律。胸部エックス線写真に異常を認めない。大腿部単純CT(別冊No.2)を別に示す。初期対応で適切でないのはどれか。 ",a. 胃管留置 | b. 気管插管 | c. 赤血球輸血 | d. 血液培養検査 | e. 乳酸リンゲル液輸液,True,c,患者は敗血症性ショックを疑う病態であり、赤血球輸血（hb11.8g/dl）は緊急性が低い。一方、白血球減少・血小板減少はdicを示唆するが、赤血球輸血の適応基準（hb7g/dl未満など）を満たさない。他の選択肢（輸液/血液培養/呼吸管理）は初期対応として優先度が高い。,0.95
119B31,76歳の男性。高血糖高浸透圧症候群のため1週間前から入院中である。本日、訪室した際に、呼びかけに反応がなかった。糖尿病以外の既往歴はなく、入院時の血糖は785mg/dLであったが、大量輸液とインスリン皮下注射で改善していた。直近数日の血糖は100~150mg/dLであった。意識レベルはJCSⅢ-100。体温36.2℃。心拍数108/分、整。血圧138/82mmHg。呼吸数18/分。SpO299%(roomair)。瞳孔は左右対称で対光反射は正常。顔面神経麻痺を認めない。指示には従えないものの四肢を動かしており、明らかな麻痺は認めない。まず行うべき検査はどれか。 ,a. 血糖測定 | b. 脳波検査 | c. 頭部単純CT | d. 脳脊髄液検査 | e. 動脈血ガス分析,False,a,インスリン治療中の患者で急激な意識障害が生じた場合、低血糖の可能性が優先的に考慮される。血糖測定は迅速かつ非侵襲的に施行可能で、治療方針の即時決定に直結する。頭部ctなど他の検査は低血糖を除外した後に検討されるべきである。,0.95
119B32,"75歳の男性。下行結腸癌術後、肝転移のため在宅療養中である。3年前に下行結腸癌で手術を受けた。1年前に肝転移を診断されたが、薬物による抗癌治療は選択しなかった。1か月前から食欲不振が出現し、在宅で1日1,500mLの維持輸液が開始された。その後徐々にベッド上で過ごすことが多くなり、2週間前から両下腿の浮腫が増悪している。最近では喀痰が増えてきて、心配した妻から主治医が相談を受けた。妻と2人暮らしで、患者本人と妻は自宅での療養の継続と自宅での看取りを希望している。身長165cm、体重52kg。体温36.2℃。脈拍92/分、整。血圧90/60mmHg。呼吸数18/分。SpO296%(roomair)。呼吸音は両側胸部で減弱しており、coarse cracklesと軽度のwheezesを聴取する。心窩部に径4cmの有痛性の腫瘤を触知する。両下腿に著明な浮腫を認める。まず行うのはどれか。 ",a. 酸素投与 | b. 輸液の減量 | c. 緊急血液透析 | d. 薬物による抗癌治療 | e. 下大静脈フィルター留置術,False,b,両下腿の浮腫増悪と呼吸状態の悪化（coarse crackles）は輸液過多による体液貯留が疑われる。終末期の患者においてqol改善を目的に輸液減量が選択される。低血圧はあるが、自宅看取りの希望を考慮し、過剰な輸液管理よりも症状緩和が優先される。他の選択肢は病態や患者の希望に合致しない。,0.8
119B33,70歳の男性。小規模の鉄工所に勤務している。勤務中に自分の不注意で機械に手を挟まれて、大きなけがを負ったため病院を受診した。勤務先の鉄工所は安全教育を定期的に行っていた。正しいのはどれか。 ,a. 全額自己負担となる。 | b. 医療扶助の給付対象となる。 | c. 健康保険の給付対象となる。 | d. 後期高齢者医療制度の給付対象となる。 | e. 労働者災害補償保険の給付対象となる。,False,e,業務中の事故であるため、労働者災害補償保険（労災保険）の給付対象となる。安全教育の有効性は労災適用を否定しない。他の選択肢は業務外や制度の適用範囲外である。,0.95
119B34,以下は、50歳の男性が、ある疾患で入院し、退院後に語った内容である。「先日、ある病気になって入院したんです。2週間くらいだるさが続いたので、かかりつけの診療所を受診したら総合病院に紹介してくれました。総合病院を受診したら、すぐに入院するよう言われて。ちょっと風邪が長引いているのかな、くらいの軽い気持ちで受診したので、気が動転してしまって、何がなんだかわからないまま入院になりました。入院後は、血液や尿の検査、CTなどの検査を受けて、診断がついて、点滴で治療を受けて良くなりました。適切な診断と治療をしてくださった医師や入院生活を支えてくださった医療スタッフの皆さんには感謝しています。ただ、少し不満もあって、総合病院を受診したときに、医師の話がよく理解できなくて、状況がのみ込めずに不安でした。入院という言葉で気が動転してしまった上に、医師が専門用語をたくさん使うので、頭が混乱してしまいました。医師には患者の心理状態や理解力にも気を配って欲しいと思いました。あと、入院したことで仕事への心配もありました。総合病院では、まず病気を治すことが最優先だと言われ、仕事に関する相談にもあまり応じてもらえませんでした。適切に治療してくださって、今は元気になったので、贅沢な悩みかもしれませんが…」この事例で、問題があった医療の質の要素はどれか。 ,a. 安全性 | b. 公平性 | c. 適時性 | d. 有効性 | e. 患者中心性,False,e,事例では、患者が医師の説明を理解できず心理的不安を感じたこと、仕事への影響に関する相談に対応しなかったことが問題視されている。これは患者の価値観やニーズを医療に反映させる「患者中心性」が不足していたことを示している。治療の有効性や適時性は達成されており、安全性や公平性に直接的な問題は見られない。,0.95
119B35,"A25-year-oldman presented with abdominal pain which started two days ago. Yesterday, the pain was periodic and located around the periumbilical area. Today, the pain is persistent and localized in the right lower abdomen. His body temperature is37.7℃,pulse rate90/min,blood pressure120/62mmHg, and respiratory rate16/min.Physical examination shows rebound tenderness at the right lower abdomen. Which one of the following should be performednext? ",a. Abdominal CT | b. Central venous(CV)catheterization | c. Gastrointestinal endoscopy | d. Magnetic resonance cholangiopancreatography(MRCP) | e. Nasogastric tube insertion,False,a,"the patient's symptoms and findings (migratory pain, rebound tenderness, fever) strongly suggest acute appendicitis. abdominal ct is the standard next step for confirming the diagnosis in adults, as it provides detailed visualization of the appendix and surrounding structures. other options are unrelated to appendicitis evaluation.",0.95
119B36,"82歳の女性。膵癌肝転移のため緩和ケア病棟に入院中である。1週間前から食欲が低下し、徐々に食事摂取量が減少している。体重の変化はない。意識は清明。身長150cm、体重36kg。体温36.2℃。脈拍80/分、整。血圧108/58mmHg。皮膚のツルゴールは低下している。口腔内の衛生状態は不良で、乾燥している。腹部は平坦、軟である。下腿に浮腫を認めない。血液所見:赤血球320万、Hb9.2g/dL、Ht30%、白血球8,200、血小板23万。血液生化学所見:総蛋白5.8g/dL、アルブミン2.8g/dL、AST24U/L、ALT28U/L、尿素窒素28mg/dL、クレアチニン1.0mg/dL。栄養サポートチーム〈NST〉に介入依頼を行うことになった。この患者に対するNSTの活動で正しいのはどれか。 ",a. 胃瘻造設を提案する。 | b. 口腔ケアの実施を提案する。 | c. 緩和ケアチームとは独立して活動する。 | d. 体重が4kg以上減少してから介入する。 | e. 栄養療法の実施にあたり主治医の許諾は不要である。,False,b,口腔内の衛生状態不良と乾燥が確認されており、口腔ケアは摂食機能改善やqol向上に直接寄与する。胃瘻造設（a）は緩和ケア段階で侵襲的過ぎ、緩和ケアチームとの連携（c）が必須である。体重減少待機（d）は現時点の低栄養状態を放置するため不適切。栄養療法の実施（e）には医療チーム内の合意が必要である。,0.95
119B37,53歳の男性。突然生じた強い左背部痛を主訴に救急車で搬入された。2年前から痛風で尿酸排泄促進薬を内服している。身長175cm、体重91kg。体温36.0℃。心拍数76/分、整。血圧162/92mmHg。呼吸数16/分。腹部は平坦、軟で、肝·脾を触知しない。左肋骨脊柱角に叩打痛を認める。尿所見:蛋白1+、糖(一)、潜血3+、沈渣に赤血球多数/HPF、白血球1~5/HPF。腹部超音波検査で左水腎症を認める。腹部エックス線写真で異常を認めない。次に行うべき検査はどれか。 ,a. FDG-PET | b. 膀胱鏡検査 | c. 腹部単純CT | d. 膀胱造影検査 | e. 腎シンチグラフィ,False,c,左肋骨脊柱角の叩打痛、潜血3+、左水腎症は尿管結石が疑われる。腹部単純ctは結石の有無や位置を確認するための第一選択検査であり、特にx線に写らない尿酸結石の検出にも有用である。,0.95
119B38,80歳の男性。誤嚥性肺炎のため入院中である。入院翌日から1食事が再開され、その後、肺炎は改善し、入院7日目の昨日、2末梢静脈ラインからの点滴治療が終了となった。患者のベッド周囲には3離床センサーが設置され、患者はトイレ歩行時にナースコールで看護師を呼び、4看護師見守りの下で、5スリッパを履き、トイレまで歩いている。下線部のうち、この患者の転倒のリスクファクターはどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,False,e,スリッパは滑りやすく転倒リスクを高めるため。他の選択肢は転倒リスクを低下させるか直接関連しない。,0.95
119B39,39歳の女性。乳癌のため入院中である。4年前に乳癌と診断され、骨転移と肺転移を認めている。呼吸困難のため1か月前に入院となった。SpO292%前後(鼻カニューラ3L/分酸素投与下)で推移している。癌性疼痛緩和目的でオピオイドを含む数種類の鎮痛薬を点滴で使用している。数か月の余命と告知されている。本人は1か月後に予定されている子供の卒業式に出席することを希望している。この患者への対応で正しいのはどれか。 ,a. 家族の意向の確認は不要である。 | b. 酸素投与中は出席を見合わせる。 | c. 移動に消防署の救急車を依頼する。 | d. 学校への連絡は方針確定後に行う。 | e. 多職種の関係者で対応を検討する。,False,e,終末期の患者の希望を実現するためには、医師・看護師・ソーシャルワーカーなど多職種で調整が必要であり、eが適切。一方dは方針確定後の連絡が原則だが、問題文に複数選択指示がないため最も重要な選択肢を選ぶ。,0.95
119B40,70歳の男性。労作時の息切れを主訴に来院した。2か月前から咳嗽が持続している。2週間前からは労作時の息苦しさも出現してきたため受診した。体温36.4℃。脈拍72/分、整。血圧130/76mmHg。呼吸数18/分。SpO296%(roomair)。胸部エックス線写真で右上縦隔に腫瘤陰影を認め、気管を圧排し、気管内腔の狭窄を認める。肺野に異常は認めない。胸骨右縁付近で予測される聴診所見はどれか。 ,a. 喘鳴 | b. 水泡音 | c. 捻髪音 | d. 胸膜摩擦音 | e. 呼吸音減弱,False,a,気管狭窄により吸気時に乱流が生じ、喘鳴が聴取される。肺野に異常がなく、水泡音や胸膜摩擦音は関連が低い。呼吸音減弱よりも狭窄部での喘鳴が特徴的と判断。,0.8
119B41,"次の文を読み、41、42の問いに答えよ。48歳の男性。健康診断で脂質異常を指摘され来院した。研修医が診察を行った。現病歴:2年前から脂質異常を指摘されていたが自覚症状はなくそのままにしていた。1この1年間で体重が5kg増加したこともあり受診した。既往歴:5年前から高血圧症に対して治療中。生活歴:2妻(アレルギー性鼻炎で治療中)、長男と3人暮らし。喫煙歴はない。3飲酒は機会飲酒。家族歴:4父が45歳時に心筋梗塞で死亡。現症:意識は清明。身長173cm、体重81kg。体温36.2℃。脈拍80/分、整。血圧144/98mmHg。呼吸数16/分。SpO298%(roomair)。眼瞼結膜と眼球結膜とに異常を認めない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。5アキレス腱の肥厚を認める。検査所見:血液所見:赤血球489万、Hb14.9g/dL、Ht43%、白血球8,900、血小板23万。血液生化学所見:総蛋白7.1g/dL、アルブミン3.8g/dL、総ビリルビン1.1mg/dL、AST37U/L、ALT39U/L、LD155U/L(基準124~222)、CK88U/L(基準59~248)、尿素窒素14mg/dL、クレアチニン1.0mg/dL、尿酸7.8mg/dL、血糖90mg/dL、HbAlc5.6%(基準4.9~6.0)、トリグリセリド185mg/dL、HDLコレステロール30mg/dL、LDLコレステロール172mg/dL。CRP0.3mg/dL. 下線部のうち、診察した研修医が指導医へ報告する際に重要でないのはどれか。 ",a. 1 | b. 2 | c. 3 | d. 4 | e. 5,False,b,配偶者（妻）のアレルギー性鼻炎は患者本人の脂質異常症の診断や管理に直接関連しないため、指導医への報告で重要ではない。他の項目は病歴把握やリスク評価に必要な情報である。,0.95
