question_number,question_text,choices,has_image,gpt-4o_answer,gpt-4o_explanation,gpt-4o_confidence,o1_answer,o1_explanation,o1_confidence,o3-mini_answer,o3-mini_explanation,o3-mini_confidence,claude_answer,claude_explanation,claude_confidence,gemini_answer,gemini_explanation,gemini_confidence
119D11,左下顎部腫脹を反復する患者の頸部単純CT(別冊No.3)を別に示す。考えられる疾患はどれか。 ,a. Sjogren症候群 | b. 顎下腺腫瘍 | c. 舌下腺腫瘍 | d. 唾石症 | e. リンパ管腫,True,,,,d,左下顎部の反復性腫脹と画像所見から、顎下腺の唾石症が最も考えられるため。,0.9,d,左下顎部の反復する腫脹は、主に顎下腺に生じる唾石症（サイロリチアシス）を示唆します。唾石症は唾液排出路の閉塞により、食事時などに痛みを伴う一過性の腫脹を引き起こすため、今回の症例に最も適合します。,1.0,d,ct画像は示されていませんが、左下顎部腫脹の反復性という症状は唾石症に特徴的です。唾石により唾液の流れが阻害され、食事時に唾液分泌が増加すると腫脹が起こり、その後自然に軽快するという反復性のパターンを示します。他の選択肢の疾患では、このような反復性の腫脹パターンは一般的ではありません。,0.9,d,ct画像で左下顎部に高吸収域が見られることから、唾石症が考えられる。,0.9
119D12,片頭痛で正しいのはどれか。2つ選べ。 ,a. 男性に多い。 | b. 入眠中に多い。 | c. 体動により増悪する。 | d. 拍動性の痛みが多い。 | e. 発作予防にトリプタンを用いる。,False,cd,片頭痛は通常、拍動性の痛みとして現れることが多く、体動や日常活動で悪化することが知られています。一方、片頭痛は女性に多いという特徴があります。また、トリプタンは主に発作時の治療に用いられ、発作予防には用いられません。したがって、正しい選択肢はcとdです。,0.9,cd,体動により増悪しやすく、拍動性の頭痛が多いため。,0.95,cd,片頭痛は体動により増悪し、拍動性の痛みが特徴的である。一方、男性に多い（a）は誤りで、また入眠中（b）やトリプタンが発作予防（e）に用いられるのも誤りである。,1.0,cd,片頭痛の典型的な特徴として、拍動性の頭痛（d）と体動による症状の増悪（c）が挙げられます。一方、片頭痛は男性より女性に多く（a は誤り）、入眠中ではなく日中に多く発症し（b は誤り）、トリプタンは発作時の治療薬であり予防薬ではありません（e は誤り）。,0.9,cd,片頭痛は女性に多く、体動により増悪する拍動性の痛みが特徴的です。トリプタンは急性期治療薬であり、予防薬ではありません。,1.0
119D13,下部尿路機能に関わる神経はどれか。2つ選べ。 ,a. 陰部神経 | b. 骨盤神経 | c. 坐骨神経 | d. 大腿神経 | e. 腓腹神経,False,ab,下部尿路機能に関与する神経は、主に陰部神経と骨盤神経です。陰部神経は外尿道括約筋や骨盤底の筋肉を支配し、骨盤神経は膀胱や内尿道括約筋を支配します。他の神経は下部尿路機能に直接関与していません。,0.9,ab,下部尿路機能には、骨盤神経（副交感神経）と陰部神経（外尿道括約筋の随意支配）が関与するため。,1.0,ab,下部尿路機能は、排尿制御に骨盤神経（骨盤内の自律神経、特に副交感神経として膀胱収縮を促進）と、陰部神経（外尿道括約筋などの骨格筋を支配するため）の両方が関与するためです。,1.0,ab,下部尿路（膀胱と尿道）の機能は主に2つの神経支配を受けています：,0.95,ab,下部尿路機能（排尿機能）に関わる神経は、主に陰部神経と骨盤神経です。陰部神経は外尿道括約筋を支配し、骨盤神経は膀胱平滑筋を支配します。,1.0
119D14,ウイルスが原因となるのはどれか。2つ選べ。 ,a. 翼状片 | b. 咽頭結膜熱 | c. 春季カタル | d. 巨大乳頭結膜炎 | e. 急性出血性結膜炎,False,be,咽頭結膜熱はアデノウイルスが原因で、急性出血性結膜炎はエンテロウイルスやコクサッキーウイルスが原因として知られています。翼状片、春季カタル、巨大乳頭結膜炎はウイルス感染によるものではありません。,1.0,be,咽頭結膜熱はアデノウイルス、急性出血性結膜炎はエンテロウイルスなどが原因となるため。,1.0,be,咽頭結膜熱はアデノウイルスによる感染が原因であり、急性出血性結膜炎はエンテロウイルスやコクサッキーウイルスなどウイルス性の感染が原因です。他の選択肢は主に非ウイルス性（翼状片は紫外線などの環境的影響、春季カタルはアレルギー性、巨大乳頭結膜炎は接触レンズなどによる局所刺激またはアレルギー反応）となります。,1.0,be,咽頭結膜熱（プール熱）はアデノウイルス、急性出血性結膜炎はエンテロウイルス70やコクサッキーウイルスa24が原因です。一方、翼状片は紫外線などの環境因子、春季カタルとgpcはアレルギー性疾患です。,0.9,be,咽頭結膜熱はアデノウイルス、急性出血性結膜炎はエンテロウイルスが原因である。,1.0
119D15,僧帽弁閉鎖不全症の原因となるのはどれか。3つ選べ。 ,a. 高安動脈炎 | b. 拡張型心筋症 | c. 急性心筋梗塞 | d. 感染性心内膜炎 | e. 急性大動脈解離,False,bcd,僧帽弁閉鎖不全症の原因として、拡張型心筋症（b）は弁輪の拡大による機能不全を引き起こすことがあります。急性心筋梗塞（c）は、乳頭筋や腱索の破壊により僧帽弁閉鎖不全を起こす可能性があります。感染性心内膜炎（d）は、弁自体の破壊により閉鎖不全を引き起こします。一方、高安動脈炎（a）や急性大動脈解離（e）は直接的には僧帽弁閉鎖不全症の一般的な原因ではありません。,0.9,bcd,拡張型心筋症では左室拡大に伴い弁輪拡大が生じ、僧帽弁閉鎖不全が起こり得る。急性心筋梗塞では乳頭筋障害などにより僧帽弁閉鎖不全をきたすことがある。感染性心内膜炎では弁自体が破壊され、僧帽弁閉鎖不全に至る可能性がある。,0.95,bcd,拡張型心筋症は左室の拡大に伴い僧帽弁輪が引き伸ばされ機能性僧帽弁閉鎖不全を引き起こし、急性心筋梗塞は乳頭筋の壊死や破裂によって僧帽弁の支持構造が破綻するため、感染性心内膜炎は弁自体の破壊をもたらし僧帽弁閉鎖不全を生じる。,1.0,bcd,僧帽弁閉鎖不全症の主な原因として：,0.9,bcd,僧帽弁閉鎖不全症は、僧帽弁の構造または機能の異常によって起こる。拡張型心筋症では、心室の拡大により僧帽弁輪が拡大し、弁閉鎖不全を引き起こす。急性心筋梗塞では、乳頭筋の虚血や断裂により僧帽弁閉鎖不全をきたすことがある。感染性心内膜炎では、僧帽弁に疣贅が形成され、弁の閉鎖を妨げることがある。高安動脈炎や急性大動脈解離は直接的には僧帽弁閉鎖不全の原因となりにくい。,0.9
119D16,72歳の女性。健康診断で胸部異常陰影を指摘され来院した。2年前から、毎年の健康診断でも胸部エックス線写真で同様の類円形の結節を認めていたが増大傾向はない。自覚症状はない。胸部エックス線写真(別冊No.4A)と胸部造影CT(別冊No.4B、4C)を別に示す。最も考えられる疾患はどれか。 ,a. 肺過誤腫 | b. 肺分画症 | c. 原発性肺癌 | d. 肺動静脈瘻 | e. 転移性肺腫瘍,True,,,,d,増大なく経過しており，造影ctで明らかな流入・流出血管を認めることから肺動静脈瘻が最も示唆される。,0.9,a,術中の画像所見と経過観察で増大していない安定性、無症状で偶発的に見つかったことから、最も疑われるのは肺過誤腫である。,1.0,a,この症例は以下の特徴から肺過誤腫が最も考えられます：,0.9,a,2年前から増大傾向がない類円形の結節であることから、良性腫瘍が疑われる。ct画像から脂肪の陰影が見られるため、肺過誤腫が最も考えられる。,0.9
119D17,"34歳の女性。労作時の息切れを主訴に来院した。数週間前から発熱、脱毛および両頬部の紅斑が出現し、3日前から労作時の息切れが出現したため受診した。身長155cm、体重52kg。体温38.2℃。脈拍96/分、整。血圧92/46mmHg。呼吸数20/分。SpO298%(roomair)。両頬部の紅斑を認める。眼瞼結膜はやや貧血様である。眼球結膜に異常を認めない。硬口蓋には痛みを伴わない潰瘍性病変を認める。頭静脈の怒張を認めない。心音でⅡ音の亢進を認める。呼吸音に異常を認めない。両手指の近位指節間関節、中手指節間関節および手関節の腫脹を認める。下肢に軽度の浮腫を認める。血液所見:赤血球346万、Hb10.8g/dL、Ht36%、白血球2,200、血小板13万。PT-INR1.2(基準0.9~1.1)、フィブリノゲン289mg/dL(基準186~355)、FDP3.1μg/mL(基準10以下)、Dダイマー0.6μg/mL(基準1.0以下)。血液生化学所見:AST28U/L、ALT26U/L、LD160U/L(基準124~222)、CK42U/L(基準41~153)、クレアチニン0.5mg/dL、BNP76pg/mL(基準18.4以下)、KL-6322U/mL(基準500未満)。免疫血清学所見:抗核抗体640倍(基準20以下)、抗dsDNA抗体325IU/mL(基準12以下)、血清補体値(CH50)12U/mL(基準値30~40)、C342mg/dL(基準値52~112)、C43mg/dL(基準値16~51)。心筋トロポニンT迅速検査陰性。入院時の心電図(別冊No.5A)と胸部エックス線写真(別冊No.5B)を別に示す。息切れの原因はどれか。 ",a. 心外膜炎 | b. 心筋梗塞 | c. 間質性肺炎 | d. 完全房室ブロック | e. 肺動脈性肺高血圧症,True,e,,0.9,e,ⅱ音の肺動脈成分亢進や胸部写真での右第2弓突出などから肺高血圧症が示唆されるため。,0.9,e,この症例は、34歳女性で全身性エリテマトーデス（sle）の典型的な皮膚症状（両頬紅斑、脱毛）、口内病変、関節炎および免疫学的所見（高価値の抗核抗体、抗dsdna抗体、低補体）を認めており、sleの既知の合併症である肺動脈性肺高血圧症（pah）の徴候であるⅱ音の亢進が見られます。労作時の息切れはpahに起因すると考えられるため、正解は「e. 肺動脈性肺高血圧症」となります。,1.0,e,この症例は全身性エリテマトーデス（sle）の患者で、以下の特徴から肺動脈性肺高血圧症が息切れの原因と考えられます：,0.9,e,全身性エリテマトーデス(sle)を示唆する臨床所見(頬部紅斑、脱毛、関節炎、口腔内潰瘍、抗核抗体陽性、抗dsdna抗体陽性、低補体血症)がある。胸部x線写真で心拡大と肺動脈の突出を認め、心音でii音の亢進を認めることから肺高血圧症が考えられる。また、kl-6が上昇しているが、sle患者の間質性肺炎の合併は稀であり、肺高血圧症による息切れの可能性が高い。,0.9
119D18,83歳の男性。陰囊の皮疹を主訴に来院した。9か月前から左陰囊に痛みや痒みを伴わない皮疹が出現し、自宅近くの医療機関で外用薬による治療をしていたが、次第に拡大してきたため紹介受診した。陰部の写真(別冊No.6A)と生検組織のH-E染色標本(別冊No.6B)とを別に示す。診断はどれか。 ,a. Bowen病 | b. 悪性黒色腫 | c. 基底細胞癌 | d. 脂漏性角化症 | e. 乳房外Paget病,True,,,,e,陰嚢に生じた病変で、病理像では大型で明るい細胞（paget細胞）が表皮内に散在する“パジェット様”配列が認められ、乳房外paget病の所見に合致するため。,1.0,e,83歳の男性に陰部に出現し、外用薬で効果が見られなかった慢性性皮疹は、典型的には乳房外paget病（extramammary paget disease）を示唆します。h‐e染色標本で大きく明るい細胞（paget細胞）が認められることが多く、この疾患の診断と合致するためです.,0.95,e,乳房外paget病は、高齢者の陰部に好発する表皮内癌で、痒みを伴わない紅斑性の皮疹として現れ、徐々に拡大する特徴があります。外用薬に反応せず、慢性的な経過をたどることも特徴的です。この症例の年齢、部位、症状の経過、治療抵抗性はすべて乳房外paget病に合致します。,0.9,e,陰部の写真で境界明瞭な紅斑と、生検組織でpaget細胞が確認できることから、乳房外paget病が最も可能性が高い。,0.9
119D19,30歳の男性。健康診断で胸部エックス線写真の異常を指摘され来院した。自覚症状はない。意識は清明。体温36.2℃。脈拍56/分、整。血圧120/74mmHg。呼吸数14/分。SpO298%(roomair)。頸部リンパ節を触知しない。心音と呼吸音とに異常を認めない。腹部は平坦、軟。下腿に浮腫を認めない。神経診察で異常を認めない。血液生化学所見:尿素窒素14mg/dL、クレアチニン0.8mg/dL、アンジオテンシン変換酵素〈ACE〉37.4U/L(基準3.3~21.4)。12誘導心電図でⅠ度房室ブロックを認める。胸部エックス線写真(別冊No.7)を別に示す。この患者でグルココルチコイド内服治療の適応と判断する画像所見はどれか。 ,a. 頭部MRAでの脳動脈瘤 | b. FDG-PETでの心筋への異常集積 | c. 胸部造影CTでの両側縦隔リンパ節腫大 | d. 心エコー検査での心室中隔の非対称性肥大 | e. Gaシンチグラフィでの両側肺門リンパ節への集積,True,b,この患者の症状や検査所見（ace高値、ⅰ度房室ブロック、胸部異常）はサルコイドーシスの可能性を示唆します。心筋の異常集積は心サルコイドーシスを示し、グルココルチコイド治療が必要となることがあります。,0.9,b,第ⅰ度房室ブロックを伴う心臓サルコイドーシスの疑いがあり、心筋へのfdg集積が認められれば治療適応となるため。,0.9,b,心筋へのfdg‐petでの異常集積は、サルコイドーシスの活動性心疾患（心筋炎や伝導障害を含む）を示唆し、特に1度房室ブロックの経過を考慮すると、グルココルチコイド治療が適応される。その他の選択肢は、診断支援に用いられるものの、治療開始の判断基準としては該当しない。,1.0,c,この症例はサルコイドーシスが強く疑われます（ace高値、i度房室ブロック）。サルコイドーシスにおいて、両側縦隔リンパ節腫大は典型的な所見であり、症状や臓器障害が進行性の場合にグルココルチコイド治療の適応となります。他の選択肢（脳動脈瘤、心筋肥大、gaシンチグラフィ所見など）は、単独ではステロイド治療の直接的な適応とはなりません。,0.9,c,胸部x線写真で両側肺門リンパ節腫大が疑われ、ace高値、ⅰ度房室ブロックからサルコイドーシスが疑われる。サルコイドーシスでは、胸部造影ctで両側縦隔リンパ節腫大があれば、グルココルチコイド内服治療の適応となる。,0.9
119D20,26歳の男性。見え方の不安を主訴に来院した。焼肉の焼け具合が分からなかったり、買い物で水色を選んだつもりが友人にピンクだと指摘されたことがある。弟も同じような経験があるという。診断に有用な検査はどれか。 ,a. 色覚検査 | b. 視野検査 | c. 両眼視機能検査 | d. 視覚誘発電位〈VEP〉 | e. 網膜電図検査〈ERG〉,False,a,色の見え方に問題があるとの症状から色覚異常が疑われます。色覚異常の診断には色覚検査が有用です。さらに、弟も同様の経験があることから遺伝性の色覚異常が考えられます。,0.95,a,先天性色覚異常を疑う場合、第一に色覚検査が有用であるため。,1.0,a,患者は色の識別に誤りがあり、遺伝性の色覚異常が疑われるため、最も有用な検査は色覚検査です。,1.0,a,症状が色の識別に関する問題で、特に弟も同様の症状があることから遺伝性の色覚異常が疑われます。色覚異常の診断には色覚検査（石原式色覚検査表など）が最も適切で基本的な検査方法です。他の検査は視野や両眼視機能、視神経や網膜の機能を調べるものであり、色覚の評価には適していません。,0.95,a,症状と家族歴から色覚異常が疑われるため、色覚検査が最も有用である。,1.0
119D21,69歳の男性。生来右利き。立てないことを主訴に救急車で搬入された。今朝トイレで立ち上がれなくなったため、家族が救急車を要請した。40歳台から高血圧症で、降圧薬を服用中である。来院時の意識レベルはJCSI-1。身長172cm、体重67kg。体温36.6℃。心拍数84/分、整。血圧180/92mmHg。呼吸数20/分。SpO296%(roomair)。頭部単純CT水平断像(別冊No.8A)と冠状断像(別冊No.8B)とを別に示す。この患者で認めるのはどれか。 ,a. 失算 | b. 対麻痺 | c. 視野障害 | d. 手指失認 | e. 感覚性失語,True,b,頭部ct画像で大脳半球の広範な出血が見られることから、この出血が運動機能に関連する脳の領域に影響を及ぼしていると考えられる。これにより、対麻痺（下肢の麻痺）が生じた可能性が高い。,0.9,a,画像では優位半球(左側)の頭頂葉周辺に大きな出血がみられ，角回病変の典型所見として失算(ゲルストマン症候群の一部)が出現すると考えられるため。,0.9,d,この患者は右利きで、左下角回（角回）を含む領域の虚血、すなわち左下大脳動脈の皮質領域（gerstmann症候群）によるものと考えられる。gerstmann症候群は失算、手指失認、左‐右識別障害、そして書字障害を特徴とするが、そのうち特に手指失認はこの部位特有の所見である。ct像からも皮質性病変が示唆されるため、最も適切な所見は手指失認である。,0.95,b,画像で示された脳出血の位置と症状から判断します。患者は「立てない」という主訴があり、頭部ct画像では両側の頭頂葉から放射冠にかけての出血が認められます。この部位の両側性の病変は、両下肢の運動麻痺（対麻痺）を引き起こします。他の選択肢（失算、視野障害、手指失認、感覚性失語）は、この病変部位からは主要な症状として説明できません。,0.9,c,ct画像から右頭頂葉に病変があり、左視野障害をきたす可能性がある。,0.9
