question_number,question_text,choices,has_image,deepseek_answer,deepseek_explanation,deepseek_confidence
119C11,思路障害はどれか。 ,a. 強迫観念 | b. 思考吹入 | c. 心気妄想 | d. 広場恐怖 | e. 滅裂思考,False,e,"滅裂思考（e）は思考の連続性や論理性が破綻した状態を示し、典型的な思路障害に該当する。他の選択肢は思考内容の異常（a,b,c）や不安障害（d）であり、思考過程の障害ではない。",0.95
119C12,乳児の運動発達評価のうち、微細運動を評価する所見はどれか。 ,a. 首がすわる。 | b. 手をみつめる。 | c. 寝返りをする。 | d. バイバイをする。 | e. ガラガラをつかむ。,False,e,微細運動は手指や手首の細かい動きを指す。ガラガラをつかむ（e）は手指の協調運動が必要であり、典型的な微細運動の評価項目である。一方、バイバイ（d）は社会的ジェスチャーであり、微細運動より粗大運動要素が強い。他の選択肢は首のすわり（粗大運動）や視覚的探索、寝返り（粗大運動）に該当する。,0.95
119C13,医療保険で利用可能なのはどれか。 ,a. 住宅改修 | b. 訪問診療 | c. 介護医療院 | d. 福祉用具貸与 | e. ショートステイ,False,b,訪問診療は医師による医療行為であり、医療保険の適用対象となる。他の選択肢（住宅改修、介護医療院、福祉用具貸与、ショートステイ）は介護保険の給付対象であるため該当しない。,0.95
119C14,感染症法に基づき就業制限の通知をできるのはどれか。 ,a. 産業医 | b. 事業者 | c. 主治医 | d. 感染症専門医 | e. 都道府県知事,False,e,感染症法第18条で都道府県知事は特定の感染症患者に対して就業制限を命じる権限を有しており、他の選択肢の主体にこの法的権限はない。,0.95
119C15,正常の血清蛋白電気泳動を以下に示す。別冊No.1Cを別に示す。多発性骨髄腫でみられるM蛋白が出現する分画はどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,True,e,多発性骨髄腫のm蛋白は主にγグロブリン分画（分画5）に鋭いピーク（mスパイク）として出現する。正常血清蛋白電気泳動では分画1がアルブミン、2がα1、3がα2、4がβ、5がγグロブリンに相当するため。igg型骨髄腫が最も多いことから代表的な位置を選択。,0.95
119C16,生物濃縮を受けやすい物質の特徴はどれか。 ,a. 沸点が高い。 | b. 水溶性である。 | c. 急性毒性が強い。 | d. 化学的に不安定である。 | e. 生体内で代謝されやすい。,False,a,生物濃縮されやすい物質は、脂溶性が高く代謝されにくい特徴を持つ。選択肢aの「沸点が高い」は物質が環境中に残留しやすく蓄積の一因となり得る。他の選択肢（水溶性・代謝されやすい・化学不安定）は生物濃縮と相反する性質であるため除外される。,0.7
119C17,胃から吸収されるのはどれか。 ,a. 鉄 | b. 葉酸 | c. 脂肪酸 | d. エタノール | e. グルコース,False,d,エタノールは脂溶性が高く胃粘膜から直接吸収される。他の選択肢（鉄、葉酸、脂肪酸、グルコース）は主に小腸で吸収されるため。,0.95
119C18,,a. Malaria | b. Measles | c. Meningococcal meningitis | d. Pertussise | e. Syphilis,False,bd,麻疹（measles）と百日咳（pertussis）はワクチンによる予防が可能な疾患であるため。ただし問題文の正確な内容が不明なため、推測に基づく回答。,0.7
119C19,母子保健法で規定されているのはどれか。 ,a. 定期予防接種 | b. 児童虐待に係る通告0人工妊娠中絶の要件 | d. 低出生体重児の届出 | e. 就学時健康診断の実施,False,d,母子保健法第9条では、低出生体重児や未熟児についての届出を規定している。他の選択肢は予防接種法（a）、児童虐待防止法（b）、母体保護法（c）、学校保健安全法（e）で規定されているため。,0.95
119C20,Parkinson病の症候で、等間隔の線をまたぐ歩行訓練が有効なのはどれか。 ,a. 加速歩行 | b. 姿勢異常 | c. すくみ足 | d. 突進現象 | e. 静止時振戦,False,c,すくみ足は視覚的刺激（等間隔の線）による歩行訓練が有効とされるparkinson病の代表的な歩行障害である。他の選択肢は視覚的歩行訓練との直接的な関連が薄い。,0.9
119C21,抗原提示能をもつのはどれか。 ,a. T細胞 | b. 血小板 | c. 好酸球 | d. 好中球 | e. 樹状細胞,False,e,樹状細胞は専門的な抗原提示細胞（apc）であり、mhcクラスii分子を介して抗原をt細胞に提示する。他の選択肢（t細胞は免疫応答の主体、血小板は凝固機能、好酸球・好中球は主に病原体の貪食が主機能）では抗原提示能は主要な役割ではない。,0.95
119C22,家系図を以下に示す。別冊No.1Aを別に示す。この遺伝形式で発症する単一遺伝子病はどれか。 ,a. 口蓋裂 | b. 血友病A | c. Hunter症候群 | d. フェニルケトン尿症 | e. 神経線維腫症Ⅰ型〈von Recklinghausen病〉,True,bc,血友病a（b）とhunter症候群（c）はともにx連鎖劣性遺伝形式を示す。家系図がx連鎖劣性パターンを示す場合、これらが適切な選択肢となる。ただし問題文に複数選択指示がない点は矛盾するが、遺伝形式の観点から最も合理的な解答と判断した。,0.7
119C23,Bell麻痺の症状で誤っているのはどれか。 ,a. 口角の下垂 | b. 前頭筋の麻痺 | c. 聴覚過敏 | d. 複視 | e. 味覚障害,False,d,bell麻痺は顔面神経の障害によるため、複視（眼球運動障害）は生じない。複視は動眼神経や外転神経の障害で生じる。,0.95
119C24,持続可能な開発のための2030アジェンダ〈SDGs〉の1つであるゴール3「あらゆる年齢のすべての人々の健康的な生活を確保し、福祉を促進する」で具体的な目標となっているのはどれか。 ,a. 水·衛生へのアクセス | b. 国内および国家間の不平等の是正 | c. 社会的な健康規定要因への取り組み | d. グローバル·パートナーシップの活性化 | e. ユニバーサル·ヘルス·カバレッジ〈UHC〉の達成,False,e,sdgsゴール3の具体的な目標として「ユニバーサル・ヘルス・カバレッジ（uhc）の達成」が明記されている。他の選択肢は水・衛生（ゴール6）、不平等是正（ゴール10）、グローバルパートナーシップ（ゴール17）など別ゴールに該当する。,0.95
119C25,(ア)とは、障害者が健常者と同じように家庭や地域で共に生活することを目指す理念である。その手段として物理的、社会的障壁の除去を目的とする(イ)、障害の有無にかかわらず誰もが快適な環境を目指す(ウ)などがある。ア~ウの組合せで正しいのはどれか。 ,a. (ア)リハビリテーション (イ)バリアフリー (ウ)ノーマライゼーション | b. (ア)リハビリテーション (イ)ユニバーサルデザイン (ウ)バリアフリー | c. (ア)ノーマライゼーション (イ)バリアフリー (ウ)ユニバーサルデザイン | d. (ア)ノーマライゼーション (イ)ユニバーサルデザイン (ウ)バリアフリー | e. (ア)リハビリテーション (イ)ユニバーサルデザイン (ウ)ノーマライゼーション,False,c,(ア)「障害者が健常者と同じように生活する理念」はノーマライゼーション、(イ)「障壁除去」はバリアフリー、(ウ)「誰もが快適な環境」はユニバーサルデザインに対応する。選択肢cがこの組み合わせに一致する。,0.95
119C26,自己抗体と臓器障害の組合せで正しいのはどれか。 ,a. 抗MDA5抗体 - 間質性腎炎 | b. 抗Mi-2抗体 - 蝶形紅斑 | c. 抗SS-A抗体 - 皮膚硬化 | d. 抗TIF1-r抗体 - 硬化性胆管炎 | e. 抗アミノアシルtRNA合成酵素抗体〈抗ARS抗体〉 - 間質性肺炎,False,e,抗アミノアシルtrna合成酵素抗体〈抗ars抗体〉は抗合成酵素症候群で間質性肺炎を高率に合併する。他選択肢は疾患と自己抗体の組み合わせが不一致（例：抗mi-2抗体は皮膚筋炎、蝶形紅斑はsleの症状）。,0.95
119C27,薬害エイズ事件で、医原性免疫不全症の原因となった非加熱濃縮血液製剤を用いて治療されていた疾患はどれか。 ,a. 血友病 | b. 多発性骨髄腫 | c. 無菌性髄膜炎 | d. 成人T細胞白血病 | e. Creutzfeldt-Jakob病,False,a,非加熱濃縮血液製剤は血友病患者の凝固因子補充療法に使用され、薬害エイズ事件においてhiv汚染された製剤が原因で多数の患者がhivに感染した。他の選択肢の疾患では血液凝固因子製剤が治療に用いられないため。,1.0
119C28,妊娠中期に低下するのはどれか。 ,a. 白血球数 | b. 一回換気量 | c. 大腿静脈圧 | d. インスリン抵抗性 | e. 血清クレアチニン値,False,e,妊娠中期には糸球体濾過量（gfr）が増加するため、血清クレアチニン値は低下する。他の選択肢（白血球数増加、一回換気量増加、インスリン抵抗性増加、大腿静脈圧は子宮拡大による影響が主に後期）は妊娠中期に上昇または変化しない。,0.95
119C29,ホルモン受容体異常症はどれか。 ,a. 骨軟化症 | b. Basedow病 | c. 慢性甲状腺炎 | d. 副甲状腺機能亢進症 | e. 偽性副甲状腺機能低下症,False,e,偽性副甲状腺機能低下症は、副甲状腺ホルモン（pth）の受容体またはそのシグナル伝達経路に異常があるため、ホルモンが正常に作用しない受容体異常症である。他の選択肢は主にホルモンの過剰分泌・分泌不足や自己免疫機序によるもので、受容体そのものの異常ではない。,0.95
119C30,下血を認めないのはどれか。 ,a. 大腸癌 | b. 潰瘍性大腸炎 | c. 虚血性大腸炎 | d. 過敏性腸症候群 | e. 非閉塞性腸管虚血症〈NOMI〉,False,d,過敏性腸症候群は器質的異常を伴わない機能性疾患であり、下血を認めない。他の選択肢（大腸癌、潰瘍性大腸炎、虚血性大腸炎、nomi）はいずれも腸管粘膜の障害を伴うため下血の可能性がある。,0.95
119C31,反復使用した場合、身体依存を形成するのはどれか。 ,a. LSD | b. 大麻 | c. コカイン | d. アンフェタミン類 | e. ベンゾジアゼピン系薬,False,e,ベンゾジアゼピン系薬は長期使用により身体依存を形成し、急な中断で離脱症状（振戦、発汗、けいれんなど）が生じる。他の選択肢（lsd/大麻/コカイン）は主に心理的依存、アンフェタミン類は身体依存の程度が低いとされる。,0.95
119C32,介護保険制度における主治医意見書に必ず記載するのはどれか。2つ選べ。 ,a. 家族歴 | b. 診断名 | c. アレルギー歴 | d. ワクチン接種歴 | e. 日常生活の自立度,False,be,主治医意見書には、要介護認定に必要な「診断名」（b）と「日常生活の自立度」（e）が必須記載事項です。他の項目は状況に応じて記載されますが、必ずしも必須ではありません。,0.95
119C33,一般的な左冠動脈造影像(別冊No.2A)と右冠動脈造影像(別冊No.2B)を別に示す。心室中隔を灌流している冠動脈はどれか。2つ選べ。 ,a. 対角枝 | b. 右冠動脈 | c. 左回旋枝 | d. 左主幹部 | e. 左前下行枝,True,be,心室中隔の主な灌流は前室間枝（左前下行枝の分枝）と後室間枝（右冠動脈の分枝）が担う。右冠動脈が後室間枝を分枝する右優位型が一般的なため、e（左前下行枝）とb（右冠動脈）が正解。,0.9
119C34,抗リン脂質抗体症候群の徴候はどれか。2つ選べ。 ,a. 脳梗塞 | b. 不育症 | c. 早発閉経 | d. 指尖陥凹性瘢痕 | e. 口腔粘膜再発性潰瘍,False,ab,抗リン脂質抗体症候群は血栓症や妊娠合併症を特徴とし、脳梗塞（a）は動静脈血栓症、不育症（b）は反復流産に関連する。他選択肢は他の疾患（強皮症、ベーチェット病等）の徴候である。,0.95
119C35,肝内胆管癌のリスクファクターはどれか。3つ選べ。 ,a. 飲酒 | b. 肝内結石 | c. 経口避妊薬 | d. 塩素系有機溶剤 | e. 原発性硬化性胆管炎,False,bde,肝内胆管癌のリスクファクターとして、原発性硬化性胆管炎（e）は確立したリスク因子。肝内結石（b）は慢性炎症による発癌リスクがあり、塩素系有機溶剤（d）も曝露歴との関連が報告されている。飲酒（a）は主に肝細胞癌、経口避妊薬（c）は肝細胞腺腫との関連が主で胆管癌との直接的な関連は薄い。,0.9
119C36,73歳の男性。息切れの増強を主訴に来院した。喫煙は20歳から70歳まで20本/日であったが、3年前から息切れのため禁煙している。既往歴に特記すべきことはない。職業歴に工場や鉱山での勤務歴がある。意識は清明。身長162cm、体重52kg。体温36.4℃。脈拍76/分、整。血圧142/76mmHg。呼吸数20/分。SpO2(roomair)は自立歩行で診察室入室直後は86%、安静座位で深呼吸後は89%。心音に異常を認めない。呼吸音は両側の背部でfine cracklesを聴取する。呼吸機能検査:%VC88%、FEV1%67%、%DLco70%。鼻カニューラ2L/分酸素投与下での6分間歩行試験でSpO2は90%以上を維持していた。簡易睡眠無呼吸検査の結果、軽度の睡眠時無呼吸が明らかとなった。心エコー検査で中等度の肺高血圧を認める。胸部エックス線写真(別冊No.3A)と胸部単純CT(別冊No.3B)とを別に示す。胸部CTで明らかな肺癌の合併を認めない。この患者に対する在宅酸素療法で期待される効果はどれか。 ,a. 肺拡散能の改善 | b. 肺癌の発症抑制 | c. 細菌性肺炎の併発予防 | d. 労作時呼吸困難の改善 | e. 睡眠時無呼吸発作の減少,True,d,在宅酸素療法（hot）は労作時の低酸素血症を補正し、運動耐容能を改善することで労作時呼吸困難の軽減が期待される。一方、肺拡散能の改善（a）や肺癌発症抑制（b）はhotの直接的な効果ではない。睡眠時無呼吸（e）にはcpapが有効で、hotの適応外である。,0.9
119C37,7歳の男児。嘔吐と下痢を主訴に母親に連れられて来院した。2日前から38℃の発熱、嘔吐及び1日8回の水様下痢が持続しており、経口水分摂取が困難なため入院した。入院時検査で便中ノロウイルス抗原が陽性であった。研修医がビニールエプロン、サージカルマスク、アイガード及びディスポーザブル手袋を着用し病室で診察をしていたところ、患児がプラスチック製テーブルの上に少量嘔吐した。研修医は嘔吐後の患児の状態が安定していることを確認後、1ペーパータオルで吐物を拭き取り、2ペーパータオルをビニール袋に入れて密封後に3医療廃棄物用のごみ箱に捨て、テーブルの上を4アルコール綿で拭いて消毒した。その後、ディスポーザブル手袋、アイガード、ビニールエプロン、サージカルマスクを医療廃棄物用のごみ箱に捨て、5自分の手を石鹸を用いて流水で洗浄した。:下線部のうち、対応で誤っているのはどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,False,d,ノロウイルスの消毒には次亜塩素酸ナトリウムが適している。アルコール（下線部4）はノロウイルスの不活化効果が低く、対応として不適切である。他の手順（ビニール袋密封・廃棄手順等）は感染対策ガイドラインに沿っている。,0.95
119C38,41歳の初産婦(1妊0産)。妊娠40週4日、陣痛発来のため入院した。陣痛発来から16時間後に子宮口が全開し、3時間経過した。身長160cm、体重65kg。体温36.9℃。血圧138/84mmHg。陣痛間欠時は閉眼し、陣痛発作時にのみ唸り声をあげる。神経診察で異常を認めない。陣痛周期は5~6分、持続時間は20秒であった。児頭下降度はSP±0cm、2時方向に小泉門を触知した。胎児心拍数陣痛図で、胎児心拍数基線は140bpm、基線細変動は中等度、徐脈はなく、一過性頻脈を認める。次に行うのはどれか。 ,a. 吸引分娩 | b. 経過観察 | c. 帝王切開 | d. 胎児圧出法 | e. 子宮収縮薬投与,False,e,分娩第二期が3時間経過し陣痛周期が5~6分と弱いため、子宮収縮薬による陣痛促進が適切。胎児心拍は正常で緊急介入不要のため、経過観察ではなく収縮強化を優先する。,0.7
119C39,98歳の女性。家族から呼吸が止まったと往診依頼があった。5年前に脳梗塞を発症し、3年前から寝たきりとなり、訪問診療を受けている。本人の意向で積極的な治療は行わずに在宅看取りの方針であった。1か月前からほとんど食事が摂れなくなり、体重が減少してきた。2週間前から傾眠状態となり、ここ数日は体を揺すっても反応がなかった。本日未明に依頼があり、早朝に往診した。家族によると4時間前に呼吸が止まったという。診察を行い、瞳孔散大、呼吸停止および心停止を確認した。背中にはわずかに死斑が出現し、顎関節には死後硬直が出現していた。身体に外傷はなく、るいそうと脱水所見を認めた。経過と死体所見から老衰による死亡と判断した。死亡診断書の直接死因欄に記載するのはどれか。 ,a. 老衰 | b. 心不全 | c. 脳梗塞 | d. 呼吸不全 | e. 不詳の死,False,a,問題文で死亡原因が老衰と明示されており、直接死因として「老衰」が適切。他の選択肢は終末像や基礎疾患であり、死亡診断書の直接死因欄には根幹原因を記載する必要がある。,0.95
119C40,45歳の男性。労作時の息苦しさを主訴に来院した。3年前からカバンを持ったときに手を離しにくく、1年前からペットボトルのふたが開けにくいと感じるようになった。1か月前からわずかな労作でも息苦しさを感じるようになった。喫煙歴はない。意識は清明。身長168cm、体重48kg。体温36.5℃。脈拍68/分、整。血圧118/70mmHg。呼吸数16/分。SpO296%(roomair)。心音と呼吸音とに異常を認めない。腹部は平坦、軟。下腿に浮腫を認めない。胸鎖乳突筋の萎縮を認める。徒手筋力テストで筋力の低下があり、両下肢遠位筋は萎縮し、四肢の腱反射は低下している。母指球のハンマー叩打でミオトニアを認める。動脈血ガス分析(roomair):pH7.36、PaCO247Torr、PaO279Torr、HCO3-26mEq/L。胸部エックス線写真に異常を認めない。別に示す呼吸機能検査でのflow-volume曲線(別冊No.41~5)のうち、この患者で予想されるのはどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,True,d,患者は筋強直性ジストロフィーが疑われ、呼吸筋の筋力低下による拘束性換気障害を反映したflow-volume曲線を示す。拘束性障害では曲線全体が縮小し、縦軸（流量）・横軸（容積）の両方が減少するパターン（dが典型的）が適切と考えられる。胸部x線異常がないことや動脈血ガス所見とも矛盾しない。,0.7
119C41,55歳の男性。建設作業員として勤務中、高所から転落して頭部を強打したため救急車で搬入された。急性硬膜下血腫と診断され、血腫除去術を受けた。左下肢に麻痺があるが、高次脳機能に問題はなく、杖を使って歩行できるようになったため、退院後の復職を検討している。在籍している会社からは、資材管理部門への配置転換を提案されている。この患者の生活機能に関する評価を国際生活機能分類〈ICF〉で行った場合、会社の提案はどれに相当するか。 ,a. 活動 | b. 参加 | c. 環境因子 | d. 個人因子 | e. 心身機能·身体構造,False,c,会社の配置転換提案は、職場環境を調整することで患者の社会参加を可能にする「環境因子」に該当する。環境因子には物理的・社会的環境の調整が含まれるため。,0.95
119C42,37歳の女性。めまいと右耳の難聴を主訴に来院した。6か月前から回転性めまい発作を繰り返している。めまいの持続時間は30分から2時間程度で、めまいの際には、悪心、右耳の耳鳴および難聴を伴う。別に示すオージオグラム(別冊No.51~5)のうちこの患者のオージオグラムはどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,True,c,メニエール病の典型的な低音障害型の感音難聴を示すため、低音域（250-2000hz）で閾値上昇が見られるcが適切。他の選択肢は高音障害型や平坦型など、病態と一致しない。,0.85
119C43,30歳の女性(0妊0産)。挙児を希望して産婦人科を受診した。月経周期は30~60日、不整。3年前から高血圧症でカルシウム拮抗薬を内服している。仕事は小学校の教師。1年前に結婚した。身長160cm、体重90kg。脈拍72/分、整。血圧130/80mmHg。この患者の妊娠に向けた助言で適切なのはどれか。 ,a. 休職 | b. 体重の減量 | c. 妊娠の断念 | d. 降圧薬の中止 | e. 体外授精の開始,False,b,肥満（bmi35）は排卵障害や妊娠合併症リスクを高めるため、減量が優先される。高血圧治療は継続が必要で、体外受精は第一選択ではない。他の選択肢は現状不適切。,0.95
119C44,40歳の女性。性器出血の持続を主訴に来院した。5日前から性器出血を認め、2日前から下腹部痛も伴うようになった。最終月経は4週間前。月経周期は30~60日、不整、持続5日間。身長153cm、体重50kg。体温36.5℃。脈拍80/分、整。血圧118/64mmHg。呼吸数18/分。腹部は平坦、軟で、肝·脾を触知しない。最初に行う対応はどれか。 ,a. 腹部単純CT | b. 妊娠反応検査 | c. 経腟超音波検査 | d. 子宮内膜組織診 | e. プロゲステロン投与,False,b,性器出血と下腹部痛を主訴とする妊娠可能年齢の女性では、まず妊娠関連の異常（子宮外妊娠や流産など）を除外する必要がある。妊娠反応検査（b）は迅速に妊娠の有無を確認できるため最初に行うべきである。経腟超音波検査（c）も重要だが、妊娠反応陽性後の評価として適切である。,0.95
119C45,"10か月の男児。発熱を主訴に母親に連れられて夜間救急外来を受診した。在胎40週、身長49cm、体重3,150g、頭囲33cmで出生した。母子健康手帳で乳児健診の記録はなく、定期予防接種は行われていない。5日前から39℃台の発熱が続き、3日前に3分間のけいれんを起こしたが、医療機関の受診はしていなかった。100mLのミルクを1日4回与えているとのことである。身長63cm、体重6,500g、体温37.2℃、心拍数120/分、整。SpO298%(roomair)。表情は乏しく、活気も少ない。皮膚のツルゴールは低下している。体表に外傷やあざは認めない。おむつ内には乾いた便が付着しており、臀部は赤くかぶれてびらんがある。衣類は汚れが目立っていた。胸部聴診および腹部触診で異常を認めない。適切な対応はどれか。 ",a. 入院させる。 | b. 警察へ通報する。 | c. 自宅で経過観察させる。 | d. 家族に育児への協力を促す。 | e. 明日かかりつけ医を受診させる。,False,a,患児は脱水（ツルゴール低下）、栄養不足（低体重）、ネグレクト疑い（汚れた衣類・未受診歴）などの重症徴候があり、緊急入院が必須である。他の選択肢は急性期のリスク管理として不適切で、医学的安定化が最優先される。,0.95
119C46,24歳の女性。自傷行為を繰り返すためパートナーに付き添われて来院した。パートナーの言動に不満があると、怒鳴るなどの行為が止まらず、衝動的に市販の総合感冒薬を過量に服用したり、前腕をカミソリで自傷したりする。大学院を卒業後、研究職に就いている。この患者に行う心理検査はどれか。 ,a. Rorschachテスト | b. 前頭葉機能検査〈FAB〉 | c. Wechsler成人知能検査 | d. リバーミード行動記憶検査 | e. Mini-MentalState Examination(MMSE),False,a,患者の症状（衝動的行動、情緒不安定、対人関係の問題）は境界性パーソナリティ障害を疑わせる。rorschachテストは投影法検査としてパーソナリティ構造や深層心理の評価に適している。他の選択肢は認知機能や記憶障害を評価する検査で、若年者で認知機能に問題のない本症例の主訴とは直接関連が薄い。,0.85
119C47,58歳の女性。既往歴に特記すべきことはない。昨日、交通事故で死亡した息子の通夜があった。息子の傍にいたいと言って棺が安置されている部屋に行ったまま、朝になっても帰ってこないのを不審に思った夫が部屋に行ったところ、棺内に上半身を入れた状態で死亡しているのを発見した。死因で考えられるのはどれか。 ,a. トルエン中毒 | b. 硫化水素中毒 | c. 一酸化炭素中毒 | d. 二酸化炭素中毒 | e. ホルマリン中毒,False,,,
119C48,"31歳の初妊婦(1妊0産)。妊娠34週4日、里帰り分娩目的で地元の産科診療所を紹介され受診した。既往歴と家族歴に特記すべきことはない。腹部超音波検査で胎児は頭位、推定体重1,500g、羊水指数〈AFI〉は3cmであった。次に行うべき検査はどれか。 ",a. 羊水検査 | b. 胎児MRI | c. 胎児心拍数モニタリング | d. 75g経口ブドウ糖負荷試験 | e. 成人T細胞白血病ウイルス検査,False,c,羊水指数(afi)3cmは羊水過少を示し、胎児機能不全のリスクが高いため、胎児心拍数モニタリングによる緊急評価が必要。他の検査は現時点の状態と直接関連が薄い。,0.95
119C49,"日齢0の女児。妊娠経過は異常なく、在胎40週1日、体重2,260g、身長42cm。Apgarスコア6点(1分)、8点(5分)で自然分娩で出生した。出生後、後頭部の突出、耳介低位、口唇口蓋裂、小顎、背中の多毛および筋緊張の低下を認めた。心エコー検査で心室中隔欠損と動脈管開存症を認めた。今後両親に説明の上、染色体検査を予定している。顔貌の写真(別冊No.6A)と手指の写真(別冊No.6B)とを別に示す。予想される染色体検査の結果はどれか。 ","a. 45,X | b. 46,XX | c. 47,XXX | d. 47,XX,+18 | e. 47,XX,+21",True,d,症例の特徴（口唇口蓋裂、小顎、筋緊張低下、vsd/pda、低出生体重、多毛）は18トリソミー（エドワーズ症候群）に典型的であり、ダウン症候群（+21）では口唇口蓋裂が稀なことから選択肢dが最適。,0.95
