question_number,question_text,choices,has_image,claude_answer,claude_explanation,claude_confidence,gpt-4o_answer,gpt-4o_explanation,gpt-4o_confidence,gemini_answer,gemini_explanation,o1_answer,o1_explanation,o1_confidence,o3-mini_answer,o3-mini_explanation,o3-mini_confidence,gemini_confidence
119F11,原発巣コントロール良好な転移性脳腫瘍の治療で、定位放射線照射が適切なのはどれか。 ,a. 髄膜播種を伴う病変 | b. 脳ヘルニアを伴う病変 | c. 多数の病変(15個以上) | d. 薬物療法に高感受性の病変 | e. 小さい病変(最大径3cm以下),FALSE,e,定位放射線照射（srs）は、小さな病変（3cm以下）に最も適しています。これは、高精度な照射が可能で、周囲の正常組織への影響を最小限に抑えながら、効果的な治療が行えるためです。一方、髄膜播種、多発性病変（15個以上）、脳ヘルニアを伴う病変は、全脳照射や他の治療法が適しており、薬物療法に高感受性の病変は、まず薬物療法を優先すべきです。,0.9,e,定位放射線照射（ステレオタクティック放射線治療）は、小さい病変に対して効果的であるため、最大径3cm以下の小さい病変に対して適しています。他の選択肢は、定位放射線照射の適応ではないか、より効果的な治療法が存在するケースです。,0.9,e,定位放射線照射は、小さい病変に対して効果的である。髄膜播種、脳ヘルニア、多数の病変には適応とならない。薬物療法に高感受性の病変には、まず薬物療法を考慮する。,e,定位放射線照射は、3cm以下の小さな脳転移巣を対象とした場合に適応となりやすいため。,1.0,e,定位放射線照射は、原発巣コントロール良好な転移性脳腫瘍で、小さい病変（最大径3cm以下）に適応されるため。その他の選択肢は、病変数が多い、髄膜播種や脳ヘルニアなど、定位放射線照射の適応外となる。,1.0,0.9
119F12,乳癌術後の上肢リンパ浮腫に対する治療で適切なのはどれか。 ,a. 温熱療法 | b. 装具による固定 | c. 促通訓練 | d. 弾性着衣による圧迫 | e. 電気療法,FALSE,d,乳癌術後のリンパ浮腫に対する基本的な治療は、弾性着衣（弾性スリーブ）による圧迫療法です。これにより、組織間液の貯留を防ぎ、リンパ液の移動を促進します。温熱療法は血流を増加させ浮腫を悪化させる可能性があり、装具固定や促通訓練、電気療法は適切な治療法ではありません。,0.9,d,乳癌術後のリンパ浮腫の治療には、リンパの流れを促進するために弾性着衣や弾性包帯による圧迫療法が一般的に用いられています。他の選択肢である温熱療法や電気療法はリンパ浮腫には適さないとされています。装具による固定や促通訓練も一般的な方法ではありません。,0.9,d,乳癌術後の上肢リンパ浮腫に対する治療として、弾性着衣による圧迫が適切である。温熱療法は浮腫を悪化させる可能性があり、装具固定や促通訓練、電気療法はリンパ浮腫に対する直接的な治療効果は低い。,d,上肢リンパ浮腫の治療では弾性着衣による圧迫療法が標準的に行われるため。,1.0,d,乳癌術後の上肢リンパ浮腫の管理では、圧迫療法が中心的な治療法となる。弾性着衣による圧迫は、リンパ液の流れを促進し、不要な液体の貯留を防ぐため、最も適切な治療法とされる。,1.0,1.0
119F13,主要な曝露源が魚介類摂取であるのはどれか。 ,a. 鉛 | b. カドミウム | c. メチル水銀 | d. 塩化ビニルモノマー | e. テトラクロロエチレン,FALSE,c,メチル水銀は、環境中の無機水銀が微生物によって有機化されて生成され、食物連鎖を通じて魚介類に蓄積します。特に大型の魚類（マグロ、カジキなど）に高濃度で蓄積されるため、魚介類の摂取が人体への主要な曝露源となります。他の選択肢は主に工業製品や環境汚染による曝露が主要な経路です。,0.95,c,メチル水銀は、魚介類に蓄積されやすい重金属であり、特に大きな捕食魚に多く含まれることが知られています。他の選択肢（鉛、カドミウム、塩化ビニルモノマー、テトラクロロエチレン）は、主要な曝露源として魚介類は一般的ではありません。したがって、メチル水銀が魚介類摂取による主要な曝露源です。,0.9,c,メチル水銀は、食物連鎖を通じて魚介類に蓄積されやすく、主要な曝露源となる。,c,魚介類を通じて摂取される水銀はメチル水銀が主であるため。,1.0,c,メチル水銀は魚介類に蓄積しやすく、摂取による曝露が主な原因となるため。,1.0,1.0
119F14,皮膚の構造や機能で正しいのはどれか。 ,a. Merkel細胞は免疫担当細胞である。 | b. 皮脂の主成分はコレステロールである。 | c. チロシナーゼはメラニン生成に必須である。 | d. アポクリン汗腺の導管は表皮に直接開口する。 | e. ヘミデスモソームは表皮細胞間の接着に関わる。,FALSE,c,チロシナーゼはメラニン色素の生合成において、チロシンをdopaに、さらにdopaキノンに変換する重要な酵素であり、メラニン生成に必須です。他の選択肢は誤りです：merkel細胞は機械受容器、皮脂の主成分は中性脂肪、アポクリン汗腺は毛包に開口、ヘミデスモソームは基底細胞と基底膜の接着に関与します。,0.9,c,チロシナーゼはメラニンの生成に必要な酵素であり、皮膚の色素形成に重要な役割を担っています。他の選択肢は皮膚の構造や機能に誤りがあるため、正しくありません。例えば、merkel細胞は機械受容器であり、免疫担当細胞ではなく、ヘミデスモソームは表皮細胞と基底膜を接着するもので、細胞間の接着には関与しません。,1.0,c,チロシナーゼはメラニン合成の最初の段階である、チロシンからdopaquinoneへの変換を触媒する酵素であり、メラニン生成に必須である。,c,チロシナーゼはメラニン生成に必須であり、他の選択肢はいずれも誤りであるため。,1.0,c,チロシナーゼはメラニン生成に必須の酵素であり、正しいのはcのみです。aはmerkel細胞が触覚受容に関与するため誤り、bは皮脂の主成分が中性脂肪などでありコレステロールが主成分ではない、dはアポクリン汗腺の導管が毛包に開口するため誤り、eはヘミデスモソームが基底膜との接着に関与しており、表皮細胞間の接着にはデスモソームが関与するため誤りです。,1.0,0.9
119F15,医療保険はどれか。 ,a. 医療扶助 | b. 介護保険 | c. 国民年金 | d. 後期高齢者医療制度 | e. 労働者災害補償保険,FALSE,d,後期高齢者医療制度は、75歳以上の高齢者を対象とした医療保険制度です。医療扶助は生活保護の一部、介護保険は介護サービスのため、国民年金は年金制度、労災保険は労働災害に対する保険であり、純粋な医療保険ではありません。,0.9,d,医療保険とは、医療費の一部を保険で賄う制度のことを指します。選択肢の中で「後期高齢者医療制度」は医療保険制度の一部であり、高齢者の医療費を対象としています。他の選択肢は医療保険ではありません。,0.9,d,後期高齢者医療制度は、医療保険の一つです。医療扶助は生活保護法に基づく制度、介護保険は介護サービスを対象とする保険、国民年金は年金制度、労働者災害補償保険は労働災害に対する保険です。,d,後期高齢者医療制度は医療保険制度であるため。,1.0,d,後期高齢者医療制度は高齢者医療を対象とした医療保険制度であり、他の選択肢は医療扶助（生活保護の一部）、介護保険（長期介護サービス）、国民年金（年金制度）、労働者災害補償保険（労働災害補償）であり、医療保険としては該当しません。,1.0,1.0
119F16,B細胞の活性化に直接関与する細胞はどれか。 ,a. NK細胞 | b. ヘルパーT細胞 | c. マクロファージ | d. 制御性T細胞〈Treg> | e.細胞傷害性T細胞〈CTL〉,FALSE,b,ヘルパーt細胞（th細胞）は、b細胞の活性化に直接関与する主要な細胞です。特にth2細胞は、il-4やil-5などのサイトカインを分泌し、b細胞の抗体産生や分化を促進します。他の選択肢の細胞は、b細胞の活性化に直接的な役割を果たしません。,0.9,b,b細胞の活性化には、ヘルパーt細胞が関与しています。ヘルパーt細胞は、抗原提示細胞によりその抗原を認識した後、サイトカインを放出し、b細胞を活性化させるためのシグナルを提供します。他の選択肢はb細胞の活性化に直接関与しないため、答えはbです。,0.9,b,ヘルパーt細胞は、b細胞を活性化するために必要な共刺激シグナルを提供します。,b,b細胞はヘルパーt細胞との相互作用によって抗体産生能を獲得するため、ヘルパーt細胞が直接関与する。,1.0,b,ヘルパーt細胞はb細胞に対して抗原提示やサイトカイン分泌などを通じ、直接的にその活性化を促進するため。その他の選択肢はb細胞の直接の活性化には関与しない。,1.0,1.0
119F17,医科診療医療費が最も大きいのはどれか。 ,a. 呼吸器系の疾患 | b. 循環器系の疾患 | c. 精神及び行動の障害 | d. 内分泌、栄養及び代謝疾患 | e. 筋骨格系及び結合組織の疾患,FALSE,b,循環器系疾患（高血圧、心疾患、脳血管疾患など）は、長期的な治療が必要で、検査・治療に高額な医療機器を使用することが多く、また患者数も多いため、医科診療医療費の中で最も大きな割合を占めています。厚生労働省の統計でも、循環器系疾患の医療費は常にトップとなっています。,0.9,b,医療費に関しては循環器系の疾患が特に高額となることが多く、入院治療や手術、長期にわたる投薬などが関連しています。統計的に循環器疾患は医療費の大きな要因となっていることが多いです。,0.8,b,医科診療医療費は循環器系の疾患が最も大きい。,b,医療費統計上、循環器系疾患が医科診療医療費で最も大きな割合を占めるため。,1.0,b,日本における医科診療医療費のデータでは、循環器系の疾患は入院、外来診療、手術などの治療が頻繁かつ長期にわたり必要となるため、最も医療費がかさんでいます。,0.95,
119F18,保健所の業務で誤っているのはどれか。 ,a. 精神疾患の相談 | b. 医療機関への立入検査 | c. 身体障害者手帳の交付 | d. 人口動態統計に関する業務 | e. 結核発生時の接触者健康診断,FALSE,c,身体障害者手帳の交付は市区町村の業務であり、保健所の業務ではありません。保健所の主な業務は、公衆衛生の向上及び増進を図ることを目的とし、精神保健相談、医療機関の監視指導、感染症対策（結核を含む）、統計調査などを行います。,0.9,c,身体障害者手帳の交付は市町村の業務であって、保健所の業務ではありません。他の選択肢はすべて保健所が関与する業務です。,0.9,c,身体障害者手帳の交付は、市区町村の業務である。保健所は、精神保健、医療監視、感染症対策、人口動態統計など、より広域的な公衆衛生に関する業務を行う。,c,身体障害者手帳の交付は市町村の業務であり、保健所の業務ではないため。,1.0,c,身体障害者手帳の交付は、通常、各市町村の福祉担当部署が行う業務であり、保健所の業務には含まれないため。その他の選択肢は保健所が通常実施する業務である。,1.0,0.9
119F19,Which of the following isa target disease for neonatal screening using tandem massspectrometry? ,a. Wilson disease | b. Spinal muscular atrophy(SMA) | c. Methylmalonic acidemia(MMA) | d. Severe combined immunodeficiency(SCID) | e. Congenital cytomegalovirus infection(cCMV),FALSE,c,タンデム質量分析法(ms/ms)による新生児マススクリーニングは、アミノ酸代謝異常症、有機酸代謝異常症、脂肪酸代謝異常症などを対象としています。メチルマロン酸血症(mma)は有機酸代謝異常症の一つで、ms/msによるスクリーニング対象疾患です。他の選択肢の疾患は、それぞれ異なる検査方法でスクリーニングされます。,0.9,c,"methylmalonic acidemia (mma) is a metabolic disorder that is often included in newborn screening panels, especially those using tandem mass spectrometry, as it allows for the detection of abnormalities in metabolite levels. other conditions listed, while serious, are not commonly screened using this method.",0.9,c,タンデムマススクリーニングは、主に先天代謝異常症を対象としており、メチルマロン酸血症（mma）は代表的な疾患の一つです。wilson病、脊髄性筋萎縮症（sma）、重症複合免疫不全症（scid）、先天性サイトメガロウイルス感染症（ccmv）は、タンデムマススクリーニングの対象疾患ではありません。,c,メチルマロン酸血症は有機酸代謝異常症であり、タンデムマスによる新生児スクリーニングの対象です。,0.9,c,"tandem mass spectrometry is widely used in neonatal screening to detect metabolic disorders. methylmalonic acidemia is a metabolic disorder that can be screened by this method, while the other options require different screening techniques.",1.0,1.0
119F20,精神症状と障害される精神機能の組合せで正しいのはどれか。 ,a. 恐怖 - 思考 | b. 無為 - 意欲 | c. 離人症 - 発達 | d. 両価性 - 自我 | e. 学習障害 - 知能,FALSE,b,無為は意欲の低下や欠如を示す症状であり、意欲・動機づけの障害と直接的に関連しています。他の組み合わせは不適切で、例えば恐怖は感情の問題、離人症は自我意識の障害、両価性は意思の障害、学習障害は特定の学習能力の問題であり、示された精神機能との対応が正しくありません。,0.9,b,無為は意欲障害の一つで、行動を起こすための意欲が欠ける状態を指します。恐怖は主に情動に関連し、離人症は現実感の喪失、両価性は感情、学習障害は知能の問題に関連しますが、無為は意欲との組み合わせが正しいです。,1.0,b,無為とは、意欲の低下や欠如を指す精神症状である。,b,無為は意欲の障害にあたるため。,1.0,b,無為は意欲の低下を示すもので、精神症状として現れる際に障害される精神機能が意欲であるため、正しい組み合わせとなる。,1.0,1.0
119F21,従属人口指数の分母はどれか。 ,a. 総人口 | b. 年少人口 | c. 成人人口 | d. 老年人口 | e. 生産年齢人口,FALSE,e,従属人口指数は、年少人口（0-14歳）と老年人口（65歳以上）の合計を生産年齢人口（15-64歳）で割った値に100を掛けた指標です。したがって、分母は生産年齢人口（15-64歳）となります。,0.95,e,従属人口指数は、通常、年少人口（15歳未満）と老年人口（65歳以上）を、生産年齢人口（15歳から64歳）で割ったものです。このため、従属人口指数の分母は生産年齢人口になります。選択肢eが正しいです。,0.9,e,従属人口指数は、生産年齢人口に対する従属人口（年少人口と老年人口）の割合を示す指標であり、分母は生産年齢人口である。,e,従属人口指数は、生産年齢人口を分母とし、年少人口と老年人口を分子とするため。,1.0,e,従属人口指数は、従属人口（年少人口と老年人口）の数を生産年齢人口で割った比率であるため、生産年齢人口が分母となる。,1.0,1.0
119F22,我が国の最近5年間の年間総出生数に対する、母体年齢40歳以上の出生数の割合に最も近いのはどれか。,a. 1% | b. 6% | c. 16% | d. 26% | e. 36%,FALSE,b,日本の高齢出産の統計データによると、40歳以上の出産は近年増加傾向にあるものの、全出生数の約6-7%程度で推移しています。1%は低すぎ、16%以上は高すぎる数値であり、6%が最も実態に近い数値です。,0.9,b,我が国の最近の高齢出産の割合は増加していますが、40歳以上の母体による出生数は6%程度であることが過去のデータから推測されます。選択肢の中ではb. 6%が最も近いと考えられます。,0.8,b,40歳以上の出産は増加傾向にあるものの、総出生数に占める割合としてはまだ少数である。近年のデータから、6%が最も近いと考えられる。,b,我が国の最近の統計では、40歳以上の母親による出生割合はおよそ6%程度であるため。,0.9,b,日本の最近の統計では、母体年齢40歳以上の出生数は年間総出生数のおよそ6%前後となっているため。,1.0,0.9
119F23,求心性視野狭窄をきたす疾患はどれか。 ,a. うっ血乳頭 | b. 頭蓋咽頭腫 | c. 加齢黄斑変性 | d. 球後視神経炎 | e. 開放隅角緑内障,FALSE,e,開放隅角緑内障は、眼圧上昇により網膜神経節細胞が徐々に障害され、周辺部から求心性に視野が狭くなっていく特徴的な視野欠損パターンを示します。他の選択肢は、中心暗点（球後視神経炎）、中心視野障害（加齢黄斑変性）、両耳側半盲（頭蓋咽頭腫）、生理的暗点の拡大（うっ血乳頭）などの異なる視野障害パターンを示します。,0.9,d,求心性視野狭窄は、視神経に影響を及ぼす病態でよく見られます。球後視神経炎は視神経そのものの炎症であり、視野狭窄を引き起こすことがあり、求心性視野狭窄を特徴とすることがあります。他の選択肢はそれぞれ異なる視野障害のパターンを持つことが多いです。,0.8,b,求心性視野狭窄は、視交叉部を圧迫するような病変で生じやすい。頭蓋咽頭腫は鞍上部に発生しやすく、視交叉を圧迫して求心性視野狭窄をきたすことがある。,e,開放隅角緑内障は進行すると視野の周辺が狭くなり、求心性視野狭窄（いわゆるトンネルビジョン）を呈するため。,1.0,d,球後視神経炎は典型的に中心部の視野欠損、すなわち求心性視野狭窄を引き起こす。一方、うっ血乳頭は拡大した盲点、頭蓋咽頭腫は側半盲、開放隅角緑内障は初期には周辺が欠けるため、dが正しい。,1.0,0.8
119F24,精神運動興奮状態の患者に対して、精神保健指定医が行うことのできる行動の制限で誤っているのはどれか。 ,a. 隔離 | b. 身体拘束 | c. 退院の制限 | d. 面会の制限 | e. 処遇改善請求の制限,FALSE,e,処遇改善請求は患者の基本的人権に関わる重要な権利であり、精神保健指定医であっても制限することはできません。精神保健福祉法では、隔離、身体拘束、退院制限、面会制限などの行動制限は認められていますが、処遇改善請求の権利は患者の人権保護のために保障されている権利です。,0.95,e,精神保健指定医は、患者の安全を確保するために、一時的に隔離、身体拘束、退院制限、面会制限を行う権限がありますが、患者やその代理人が処遇改善を請求する権利を制限することはできません。したがって、eの「処遇改善請求の制限」が誤った選択肢です。,0.9,e,精神保健指定医は、精神保健及び精神障害者福祉に関する法律に基づき、患者の隔離、身体拘束、面会の制限などを行うことができますが、処遇改善請求の制限はできません。処遇改善請求は患者の権利として保障されており、制限することはできません。退院の制限は、要件を満たせば可能ですが、処遇改善請求の制限は認められていません。,e,処遇改善請求は患者の法的権利であり、これを制限することは認められていないため。,1.0,e,精神保健指定医が行える行動制限には、隔離、身体拘束、退院の制限、面会の制限といった患者の安全確保のための措置が含まれます。一方、処遇改善請求は患者や家族の権利であり、その制限を行うことはできません。,1.0,1.0
