question_number,question_text,choices,has_image,deepseek_answer,deepseek_explanation,deepseek_confidence
119E11,腎盂腎炎の診察に有用なのはどれか。 ,a. 振水音の聴診 | b. Traube三角の打診 | c. 鼠径リンパ節の触診 | d. 腹部血管雑音の聴診 | e. 肋骨脊柱角の叩打診,False,e,肋骨脊柱角の叩打診（cva叩打痛）は腎盂腎炎の特徴的な身体所見であり、腎臓周囲の炎症を示唆する。他の選択肢は消化管や血管系など異なる領域の評価に関連する。,0.95
119E12,手指のエックス線写真(別冊No.11~5)を別に示す。骨折を認めるのはどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,True,e,一般的に第5中手骨頸部骨折（ボクサー骨折）は頻度が高く、選択肢eが該当すると推定。ただしエックス線写真の確認がないため確信度は中程度。,0.6
119E13,症候と疾患の組合せで正しいのはどれか。 ,a. 嚥下障害膵炎 | b. 黄疸腸閉塞 | c. 吐血潰瘍性大腸炎 | d. 腹部膨隆胃食道逆流症 | e. 便通異常過敏性腸症候群,False,e,過敏性腸症候群では下痢や便秘などの便通異常が特徴的な症状である。他の選択肢は症候と疾患の関連性が医学的に適切でない（例：潰瘍性大腸炎で吐血は稀、膵炎で嚥下障害は典型的でない等）。,0.95
119E14,長時間の砕石位による合併症で誤っているのはどれか。 ,a. 視力障害 | b. 下肢の神経損傷 | c. 深部静脈血栓症 | d. 接地部の圧迫性潰瘍 | e. 体位解除後の低血圧,False,a,砕石位で直接的な視力障害は典型的な合併症ではない。他の選択肢（下肢神経損傷、深部静脈血栓症、圧迫潰瘍、体位解除後の低血圧）は砕石位に関連する既知の合併症である。視力障害は全身麻酔や低灌流など他の要因で起こり得るが、砕石位自体の直接的な原因ではないため「誤っている」選択肢となる。,0.85
119E15,喫煙と関連が乏しいのはどれか。 ,a. 歯周病 | b. 大動脈瘤 | c. 1型糖尿病 | d. 冠動脈疾患 | e. 慢性閉塞性肺疾患,False,c,1型糖尿病は主に自己免疫機序による発症で、喫煙との直接的な関連が乏しい。他選択肢（歯周病・大動脈瘤・冠動脈疾患・copd）は喫煙が明確なリスク因子として知られている。,0.95
119E16,小脳機能の評価に用いないのはどれか。 ,a. 膝踵試験 | b. 指鼻試験 | c. 鼻指鼻試験 | d. 回内回外試験 | e. 上肢Barré試験,False,e,上肢barré試験は錐体路障害を評価するための検査であり、小脳機能評価には使用されない。他の選択肢（膝踵試験、指鼻試験、鼻指鼻試験、回内回外試験）は全て小脳性運動失調を評価する代表的な検査である。,0.95
119E17,最も多くの遺伝子を含む染色体はどれか。 ,a. 1番染色体 | b. 16番染色体 | c. 18番染色体 | d. 21番染色体 | e. X染色体,False,a,遺伝子数は染色体の大きさと相関があり、1番染色体は最大の常染色体で最も多くの遺伝子を含む。x染色体も大きいが、1番より遺伝子数は少ない。他の染色体（16、18、21番）はより小さく遺伝子数も少ない。,0.95
119E18,皮膚開放創の消毒に用いることができるのはどれか。 ,a. エタノール | b. グルタールアルデヒド | c. 次亜塩素酸ナトリウム | d. ポビドンヨード | e. ホルマリン,False,d,"ポビドンヨードはヨード系消毒薬で、皮膚や粘膜の消毒に広く用いられ、開放創にも使用可能である。他の選択肢は組織刺激性が強い（a, b, e）か、通常は環境消毒に用いられる（c）ため不適切。",0.95
119E19,幻覚を強く示唆する患者の発言はどれか。 ,a. 「(人から見られている場面で)とても緊張します」 | b. 「(道を歩きながら)知らない人が私を見て笑うのです」 | c. 「(通常の食事をしながら)砂を噛んでいるように感じます」 | d. 「(天井のしみを見ながら)あれは私を殺そうとしているサインです」 | e. 「(鳴っていない携帯電話を見せながら)今もこの電話の着信音がやまないのです」,False,e,選択肢eは実際に音が鳴っていないのに「着信音がやまない」と訴える幻聴を示しており、幻覚の典型例である。一方、選択肢cの体感幻覚も該当するが、問題文に複数選択指示がないためより明示的な幻聴を優先した。,0.8
119E20,鼠径部レベル以下の全感覚消失の脊髄損傷レベルはどれか。 ,a. 第4頸髄 | b. 第5胸髄 | c. 第10胸髄 | d. 第1腰髄 | e. 脊髄円錐部,False,d,"鼠径部の感覚は第1腰髄（l1）が支配しており、損傷レベルが第1腰髄の場合、鼠径部以下の全感覚消失が生じる。他の選択肢は支配領域が鼠径部より高位（b,c）または低位（e）となるため不適切。",0.95
119E21,喀痰検体で質が低いのはどれか。 ,a. うがいをした後に採取した検体 | b. 喀痰の膿性部分が入っている検体 | c. 食塩水吸入で誘発して採取した検体 | d. Gram染色の鏡検で白血球が多い検体 | e. Gram染色の鏡検で上皮細胞が多い検体,False,e,喀痰検体で上皮細胞が多い場合、口腔内の分泌物が混入していることを示し、検体の質が低いと判断される。他の選択肢は質の高い検体を示唆する要素である。,0.95
119E22,生活習慣の改善を促すために有効なアプローチはどれか。 ,a. 解釈モデルを確認する。 | b. 行動目標は医師主導で設定する。 | c. 患者が不安になる情報提供は控える。 | d. 専門用語を積極的に用いて説明する。 | e. 標準化された指導内容を画一的に行う。,False,a,解釈モデルを確認することで患者の疾患認識や価値観を把握でき、個別に適した指導が可能となる。他選択肢は患者中心のアプローチに反するか、コミュニケーション効果を損なう要素を含む。,0.95
119E23,ある検査におけるReceiver Operating Characteristic〈ROC〉曲線(別冊No.2)を別に示す。これを参考にカットオフ値を設定することとした。偽陰性率が最も低いのはどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,True,a,roc曲線において偽陰性率（1-感度）を最小化するには感度を最大化する必要がある。通常、最も左側のカットオフ値（a=1）は感度が最も高く設定されるため、これが偽陰性率が最小となる。,0.9
119E24,ある患者の処方箋(別冊No.3)を別に示す。この患者が1日に服用する錠剤の個数はどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,True,d,処方箋の内容は明示されていないが、一般的な複数薬の処方パターンを想定。例えば降圧薬1錠、脂質異常症薬1錠、糖尿病薬2錠など複数の要因が組み合わさり、合計4錠/日となるケースが想定されるため。,0.6
119E25,薬物投与で皮疹が出現した場合に、添付文書でまず確認するのはどれか。 ,a. 効能又は効果 | b. 用法及び用量 | c. 相互作用 | d. 副作用 | e. 薬物動態,False,d,皮疹は薬物の副作用として記載される可能性が高いため、添付文書の「副作用」の項目をまず確認する必要がある。,0.9
119E26,42歳の男性。職場の健康診断で1高血圧を指摘され来院した。仕事は2事務職で、1年前から仕事が忙しく、3過食気味で体重が8kg増加した。既往歴に特記すべきことはない。喫煙歴はない。飲酒はビール350mL/日。身長172cm、体重80kg。4脈拍72/分、整。血圧144/92mmHg。身体診察に異常を認めない。血液生化学所見:血糖72mg/dL、HbAlc5.8%(基準4.9~6.0)、トリグリセリド190mg/dL、HDLコレステロール62mg/dL、5LDLコレステロール146mg/dL。体重の減量を目的に食事療法を行う。下線部のうち、推定エネルギー必要量(kcal/日)の算出に必要なのはどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,False,b,推定エネルギー必要量の算出には「身体活動レベル（事務職＝活動レベル）」が必須であり、下線部2の職業情報が該当する。他の下線部は代謝に直接影響しないか、既に数値化されたデータ（体重80kg）が本文中に明示されているため不要。,0.95
119E27,"65歳の女性。右変形性膝関節症のため、右人工膝関節置換術が予定されている。術前評価のため受診した。6か月前から右膝の痛みが出現し、徐々に悪化し、歩けなくなった。整形外科を受診し、手術適応となった。3か月前に乳癌の手術を受け、薬物による抗癌治療中である。仕事は事務職でデスクワークが主体である。意識は清明。身長149cm、体重68kg。体温36.0℃。脈拍84/分、整。血圧150/70mmHg。呼吸数20/分。SpO296%(roomair)。頸静脈の怒張を認めない。心音と呼吸音とに異常を認めない。右下肢に圧痕性浮腫を認める。血液所見:赤血球414万、Hb11.3g/dL、Ht36%、血小板23万、PT-INR0.9(基準0.9~1.1)、Dダイマー9.0μg/mL(基準1.0以下)。血液生化学所見:尿素窒素30mg/dL、クレアチニン2.0mg/dL、血糖105mg/dL、Na140mEq/L、K4.6mEq/L、Cl107mEq/L,Ca9.2mg/dL.CRP0.8mg/dL.この時点で実施すべき検査はどれか。 ",a. 腹部単純CT | b. 腎シンチグラフィ | c. 下肢動脈造影検査 | d. 下肢静脈超音波検査 | e. 足関節上腕血圧比〈ABI〉,False,d,dダイマー値の上昇（9.0μg/ml）と右下肢の圧痕性浮腫が認められることから、深部静脈血栓症（dvt）の可能性が考えられる。術前にdvtを評価するため、下肢静脈超音波検査が第一選択となる。他の選択肢は現在の臨床所見や術前評価の優先度から適切でない。,0.95
119E28,80歳の男性。発熱、咳嗽および呼吸困難のため救急車で搬入された。既往歴に脳梗塞があり、右片麻痺と失語がある。体温38.6℃。心拍数108/分、不整。血圧142/100mmHg。呼吸数24/分。SpO290%(鼻カニューラ2L/分酸素投与下)。右背側にcoarse cracklesを聴取する。検査の結果、肺炎と診断され、抗菌薬投与のため末梢静脈路確保を行うこととした。この患者の末梢静脈路確保に最も適切な静脈はどれか。 ,a. 左肘正中皮静脈 | b. 右肘正中皮静脈 | c. 左橈側皮静脈 | d. 右橈側皮静脈 | e. 右大伏在静脈,False,a,右片麻痺があるため麻痺側（右側）の静脈は循環障害リスクや管理面で避けるべき。左側の肘正中皮静脈（a）は橈側皮静脈（c）よりも太く穿刺容易で、末梢静脈路確保の第一選択として適切。,0.95
119E29,65歳の男性。背部痛を主訴に来院した。肺癌の骨転移で治療を受けている。疼痛コントロール目的で入院となった。外来ではモルヒネ徐放製剤を内服していたが、指導医と相談の上、投与経路を皮下注射に変更することになった。塩酸モルヒネ注製剤と生理食塩液を混合して5mg/mLの溶液を調整した。1日投与量を24mg/日としたい。この注射薬を持続皮下注射する場合の投与速度はどれか。 ,a. 0.1mL/時間 | b. 0.2mL/時間 | c. 0.4mL/時間 | d. 0.5mL/時間 | e. 0.8mL/時間,False,b,1日投与量24mgを濃度5mg/mlの溶液で投与する場合、必要な総液量は24mg ÷ 5mg/ml = 4.8ml/日。24時間で均等に投与するため、4.8ml ÷ 24時間 = 0.2ml/時間となる。,0.95
119E30,72歳の男性。右眼の視力低下を主訴に来院した。2年前に左眼が同様の症状となり、手術を受けたという。視力は右0.5(矯正不能)、左1.0(矯正不能)。眼圧は右15mmHg、左14mmHg。右眼の細隙灯顕微鏡写真(別冊No.4)を別に示す。両眼とも眼底に異常を認めない。右眼の疾患はどれか。 ,a. 内反症 | b. 白内障 | c. 円錐角膜 | d. 急性緑内障発作 | e. 原発開放隅角緑内障,True,b,視力低下が矯正不能で手術歴があり、眼圧正常かつ眼底異常なしの所見は白内障（水晶体混濁）に典型的。左眼の手術成功（視力1.0）との整合性があり、急性緑内障発作（眼圧上昇）や緑内障（眼底変化）は否定される。,0.95
119E31,38歳の初妊婦(1妊0産)。妊娠37週4日、家庭血圧で150/100mmHgを認めたため受診した。妊娠28週の妊婦健康診査で診察室血圧136/80mmHgであったため、家庭血圧測定が開始されていた。来院時、血圧160/110mmHg、随時尿で尿蛋白/Cr比は0.9g/gCrであったため入院管理となった。病棟到着時、意識消失とけいれんを認めた。まず投与すべき薬剤はどれか。 ,a. グルコン酸カルシウム | b. ドパミン | c. ニトログリセリン | d. フロセミド | e. 硫酸マグネシウム,False,e,子癇発作の第一選択薬は硫酸マグネシウムであり、ガイドラインで推奨されている。他の選択肢は子癇急性期の根本治療とならない。,0.95
119E32,49歳の男性。健康診断で初めて高血圧を指摘され来院した。普段から味の濃い食べ物を好み、塩分の摂りすぎを気にしている。減塩はしていない。喫煙歴はない。飲酒は機会飲酒。身長172cm、体重72kg。体温36.4℃。脈拍68/分、整。血圧146/92mmHg。この患者の行動変容のステージに基づく指導で適切なのはどれか。 ,a. 「減塩しなければ脳出血になります」 | b. 「塩分の取りすぎが高血圧の原因です」 | c. 「味の濃い食べ物を摂るのを控えましょう」 | d. 「どのようにしたら減塩できると思いますか」 | e. 「その気になるまで減塩する必要はありません」,False,d,患者は減塩の必要性を認識しているが未実施の「熟考期」に該当する。この段階では「どのように行動を起こすか」を本人に考えさせるオープンクエスチョン（選択肢d）が行動変容を促す効果的アプローチとなる。他の選択肢は脅迫的（a）、単なる情報提供（b）、具体的指示（c）、無関心な対応（e）でステージに合わない。,0.85
119E33,50歳の男性。頭痛を主訴に救急外来を受診した。頭痛は6時間前に出現し現在は軽快している。これまでに経験したことのない激しい頭痛であったため来院した。来院時、意識は清明。身長162cm、体重55kg。体温36.9℃。脈拍84/分、整。血圧156/92mmHg。呼吸数18/分。緊急性を判断するために確認すべき徴候はどれか。 ,a. 耳鳴 | b. 結膜充血 | c. 項部硬直 | d. 閃輝暗点 | e. 四肢のしびれ,False,c,項部硬直は髄膜刺激徴候を示し、くも膜下出血や髄膜炎など緊急性の高い疾患の可能性を示唆する。四肢のしびれ(e)も重要だが、頭痛の緊急性評価では髄膜刺激徴候が優先的に確認される。問題文に複数選択指示がないため最も適切な1つを選択。,0.95
119E34,72歳の男性。食道癌で訪問診療を受けている。3年前に食道癌の手術を受けた。6か月前に肺と骨に多発転移が見つかり、余命数か月と告知を受けた。本人の強い希望で積極的な治療はせず、自宅で在宅療養をしている。ここ1か月で嚥下障害が進行し、体重が著しく減少した。本人は訪問診療に訪れた医師に「尊厳死宣言文書」を提示して「痛みがつらくて寝られないから早く死なせて欲しい」と訴えている。家族は本人の意向を尊重したいと言っている。行うべき対応はどれか。 ,a. 胃瘻造設 | b. 経過観察 | c. 筋弛緩薬静注 | d. 高カロリー輸液 | e. 疼痛コントロール,False,e,患者の主訴は疼痛であり、尊厳死の希望を尊重しつつも現行法上許容される対応は疼痛緩和である。胃瘻造設（a）や高カロリー輸液（d）は患者の意思に反する積極的治療であり、筋弛緩薬静注（c）は意図せぬ生命短縮につながる可能性がある。適切な疼痛コントロール（e）が苦痛緩和と倫理的要請の両面で最善の選択である。,0.95
119E35,157歳の男性。呼吸困難を主訴に来院した。3日前から咳嗽があり、昨日から発熱、本日から呼吸困難が出現した。2同居家族にも発熱と咳嗽を認める。既往歴に特記すべきことはない。意識レベルはJCS1-3。3体温38.2℃。脈拍104/分、整。血圧110/68mmHg。呼吸数28/分。4SpO290%(roomair)。口腔内と皮膚は乾燥している。5右胸部にcoarse cracklesを聴取する。胸部エックス線写真で右中肺野に浸潤影を認めた。下線部のうち、意識レベルと口腔内·皮膚所見に加えて入院が必要と判断する要素はどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,False,d,spo₂が90%（room air）と低酸素血症が認められ、呼吸不全の状態を示しているため入院が必要。酸素飽和度の低下は緊急性を判断する重要な指標であり、他の選択肢よりも直接的な入院適応となる。,0.85
119E36,1歳の男児。灯油を誤飲したため救急車で搬入された。父親が石油ストーブの給油タンクに灯油を入れる準備中に、灯油吸引用ポンプを舐めてしまった。一緒にいた父親が救急車を要請した。意識は清明。体温36.5℃。心拍数120/分、整。血圧90/50mmHg。呼吸数30/分。SpO298%(roomair)。口腔内から灯油臭がしている。呼吸音に異常を認めない。父親への説明で適切なのはどれか。 ,a. 「吐かせましょう」 | b. 「胃洗浄をしましょう」 | c. 「牛乳を飲ませましょう」 | d. 「人工呼吸管理にしましょう」 | e. 「入院して経過をみましょう」,False,e,灯油誤飲では吐物吸引による化学性肺炎リスクがあるため吐かせない（a不可）。胃洗浄（b）や牛乳（c）も同様に禁忌。現時点で呼吸状態が安定しているため人工呼吸管理（d）は不要。誤飲後の遅発性肺炎リスクを考慮し入院観察（e）が適切。,0.95
119E37,"53歳の女性。脂質異常症と診断され、食事療法と運動療法を行っている。本日の外来までに2か月で体重は1kg減ったものの脂質異常は改善せず、担当医は患者と相談し脳血管障害を予防するために内服薬を開始することとした。患者は「脳卒中にはなりたくない。でも治療費はなるべく低く抑えたい。」と言っている。脂質異常症に対する内服薬の脳血管障害発症予防効果および年間薬剤費の表を示す。なお、脂質異常症に対する効果はいずれの内服薬も同程度とする。 薬①: 脳血管障害の発症率10%減らす, 年間薬剤費20,000円 薬②: 脳血管障害の発症率10%減らす, 年間薬剤費12,000円 薬③: 脳血管障害の発症率10%減らす, 年間薬剤費4,000円 薬④: 脳血管障害の発症率不変, 年間薬剤費20,000円 薬⑤: 脳血管障害の発症率不変, 年間薬剤費4,000円 費用対効果の視点を踏まえて、この患者に開始する内服薬はどれか。 ",a. ① | b. ② | c. ③ | d. ④ | e. ⑤,False,c,"薬①～③は同程度の脳血管障害発症予防効果（10%減少）があり、薬剤費が最も安い薬③（4,000円）が費用対効果に優れる。薬④・⑤は予防効果がないため適さない。",0.95
119E38,1歳の男児。全身の皮疹を主訴に母親に連れられて来院した。2週間前に感冒様症状があり、その後、感冒様症状は改善したが、1週間前から下肢の皮疹が出現した。2日前から全身に皮疹を認めるようになったため受診した。腹痛および関節痛は認めない。関節内出血や筋肉内出血の既往はない。家族歴に特記すべきことはない。身長80cm、体重10kg。体温36.5℃。脈拍120/分、整。呼吸数32/分。顔色良好、眼瞼結膜と眼球結膜とに異常を認めない。咽頭に発赤を認めない。頸部リンパ節を触知しない。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝·脾を触知しない。皮疹は上からガラス板で圧迫しても退色しない。頰部、腹部および左下腿の皮疹の写真(別冊No.5A~C)を別に示す。予想される血液検査値はどれか。 ,a. PT延長 | b. APTT延長 | c. 血小板数低値 | d. Dダイマー高値 | e. フィブリノゲン低値,True,d,"非圧痕性紫斑（ガラス板圧迫で退色しない）は血管炎（アレルギー性紫斑病/iga血管炎）を示唆する。アレルギー性紫斑病では通常、血小板数は正常または増加（cは除外）し、凝固系（pt/aptt）やフィブリノゲン（a,b,eは除外）に異常はない。血管炎に伴う炎症や血管内皮障害によりdダイマーが軽度上昇することがあるため、dが適切。",0.85
119E39,65歳の女性。めまいを主訴に来院した。今朝、起床時に寝返りを打ったところ天井がぐるぐる回り、悪心を伴ったため、ベッド上で安静にしていた。めまいと悪心は1分程度で消失した。その後、朝食の準備中に振り向いた際に同様のめまいと悪心が再び出現したため、心配になり受診した。安静時のめまいはない。頭痛、耳鳴および難聴はない。意識は清明。体温36.5℃。脈拍72/分、整。血圧122/76mmHg。神経診察で異常を認めない。良性発作性頭位めまい症の診断予測スコアを表1に、その診断スコア合計点別の尤度比を表2に示す。 表1 良性発作性頭位めまい症の診断予測スコア めまいの持続時間2分以内: スコア1 寝返りで誘発される: スコア2 安静時にめまいがある: スコア-1 表2 診断スコア合計点別の尤度比 スコア合計-1点: 陽性尤度比0.1 スコア合計0点: 陽性尤度比0.2 スコア合計1点: 陽性尤度比1.3 スコア合計2点: 陽性尤度比2.8 スコア合計3点: 陽性尤度比6.8 この患者における良性発作性頭位めまい症の事前確率が40%である場合、この患者における良性発作性頭位めまい症の事後確率に最も近いのはどれか。 ,a. 8% | b. 19% | c. 47% | d. 65% | e. 82%,False,e,患者の診断スコアは「めまい持続時間2分以内（1点）＋寝返り誘発（2点）＋安静時めまいなし（0点）」で合計3点。3点の陽性尤度比6.8を用い、事前確率40%をオッズ0.6667に変換後、事後オッズ4.5333を計算。これを確率に変換すると約82%となる。,0.95
119E40,48歳の女性。腰痛と両下肢痛を主訴に来院した。昨日の朝、ごみ出しをした後から腰痛が出現し、両下肢にも痛みとしびれがみられた。市販の鎮痛薬を内服して様子をみていた。今朝1ベッドから起き上がるときに痛みが増強した。また、2今朝から尿が出にくくなった。3最近顔がほてったりする。48年前に子宮頸癌に対する手術を受けた。喫煙歴はない。飲酒は夫と週にワイン1本を飲む。5この1年間で体重が4kg増加した。意識は清明。身長152cm、体重68kg。体温36.8℃。脈拍80/分、整。血圧124/76mmHg。呼吸数22/分。SpO298%(roomair)。頭頸部と胸腹部に異常を認めない。肛門括約筋の収縮は減弱している。両側足関節底屈筋力の低下を認める。会陰部に知覚障害がある。腰部に強い痛みがあり、両臀部から大腿後面にかけて強い痛みとしびれを認める。上肢腱反射は正常。下肢では両側のアキレス腱反射が減弱している。下線部の病歴のうち、緊急性が高いのはどれか。 ,a. 1 | b. 2 | c. 3 | d. 4 | e. 5,False,b,下線部2の「尿が出にくい」は馬尾症候群を示唆し、緊急手術が必要な病態である可能性が高い。肛門括約筋収縮減弱・会陰部知覚障害・下肢筋力低下など神経学的所見と合致し、放置すると永続的な神経障害を引き起こすため。他の項目は急性対応を要さない。,0.95
119E41,52歳の女性。腹部造影CT検査のために来院した。現病歴:2週間前の健康診断で実施された腹部超音波検査で肝臓の結節性病変を指摘されたため、精査目的で受診した。医師から造影CT検査について説明を受け、静脈路確保後に腹部造影CT検査が施行された。造影CT検査前の意識は清明で、バイタルサインに異常は認めなかったが、検査を終了してから5分後に息苦しさと気分不快が出現した。既往歴:脂質異常症で食事療法を行っている。生活歴:会社で事務職をしている。夫と2人暮らし。喫煙歴はない。飲酒は機会飲酒。ペットは飼育していない。家族歴:父が肺癌。現症:意識レベルはJCSⅡ-10。身長160cm、体重56kg。体温35.0℃。脈拍112/分、整。血圧76/48mmHg。呼吸数28/分。SpO296%(roomair)。毛細血管再充満時間は3秒である。冷感と皮膚の湿潤を認める。眼瞼結膜と眼球結膜とに異常を認めない。顔面に浮腫、胸腹部に発赤と腫脹を認める。心音に異常を認めない。発声は可能であるが、吸気性喘鳴を認める。 ,a. アドレナリン | b. アトロピン | c. グルココルチコイド | d. グルコン酸カルシウム | e. ジアゼパム,False,a,造影剤によるアナフィラキシーショックが疑われ、アドレナリンが第一選択治療である。血圧低下、呼吸症状、皮膚症状が典型的な所見であり、速やかな投与が必要。,0.95
119E42,52歳の女性。腹部造影CT検査のために来院した。現病歴:2週間前の健康診断で実施された腹部超音波検査で肝臓の結節性病変を指摘されたため、精査目的で受診した。医師から造影CT検査について説明を受け、静脈路確保後に腹部造影CT検査が施行された。造影CT検査前の意識は清明で、バイタルサインに異常は認めなかったが、検査を終了してから5分後に息苦しさと気分不快が出現した。既往歴:脂質異常症で食事療法を行っている。生活歴:会社で事務職をしている。夫と2人暮らし。喫煙歴はない。飲酒は機会飲酒。ペットは飼育していない。家族歴:父が肺癌。現症:意識レベルはJCSⅡ-10。身長160cm、体重56kg。体温35.0℃。脈拍112/分、整。血圧76/48mmHg。呼吸数28/分。SpO296%(roomair)。毛細血管再充満時間は3秒である。冷感と皮膚の湿潤を認める。眼瞼結膜と眼球結膜とに異常を認めない。顔面に浮腫、胸腹部に発赤と腫脹を認める。心音に異常を認めない。発声は可能であるが、吸気性喘鳴を認める。 経過観察のために入院となったが、症状は消失し、翌日に退院した。入院中に病歴を再度聴取したところ、以前にヨード造影剤を静注した際に気分不快が出現したことが判明した。この患者における有害事象の再発防止に必要なのはどれか。 ,a. クリニカルパスを作成する。 | b. 医療事故調査制度を利用する。 | c. 医療安全支援センターを利用する。 | d. 使用した造影剤の製薬会社に報告する。 | e. 患者の診療録上の所定の位置に有害事象を記録する。,False,e,患者の既往歴として造影剤による有害事象が判明したため、診療録に明記することで今後の医療行為で同様の反応を避けることが直接的な再発防止策となる。副作用報告（d）は重要な制度だが、この患者個別の再発防止という観点では優先度が低い。他選択肢は組織的な対応や事故調査関連であり、直接的な対策ではない。,0.95
