question_number,model,model_answer,correct_answer,is_correct,confidence,has_image,block,is_general,is_required,score,possible
119A39,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.92,False,A,True,False,1,1
119A40,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,a,True,0.95,False,A,True,False,1,1
119A41,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.95,False,A,True,False,1,1
119A42,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.98,False,A,True,False,1,1
119A43,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,b,False,0.95,True,A,True,False,0,1
119A44,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,e,False,0.9,False,A,True,False,0,1
119A45,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,c,True,0.93,False,A,True,False,1,1
119A46,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,1.0,False,A,True,False,1,1
119A47,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.95,False,A,True,False,1,1
119A48,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.9,True,A,True,False,1,1
119A49,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,d,False,1.0,True,A,True,False,0,1
119A50,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,c,False,0.935,True,A,True,False,0,1
119A51,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,e,False,0.95,True,A,True,False,0,1
119A52,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,d,False,1.0,True,A,True,False,0,1
119A53,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,c,True,0.95,False,A,True,False,1,1
119A54,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.95,True,A,True,False,1,1
119A55,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,a,False,0.9,False,A,True,False,0,1
119A56,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,a,True,1.0,False,A,True,False,1,1
119A57,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,c,True,1.0,False,A,True,False,1,1
119A58,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,c,True,0.98,True,A,True,False,1,1
119A59,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,a,True,0.98,True,A,True,False,1,1
119A60,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,a,False,0.95,True,A,True,False,0,1
119A61,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,b,False,0.95,True,A,True,False,0,1
119A62,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,1.0,True,A,True,False,1,1
119A63,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.95,True,A,True,False,1,1
119A64,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,1.0,False,A,True,False,1,1
119A65,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,c,False,0.95,False,A,True,False,0,1
119A66,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.96,True,A,True,False,1,1
119A67,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.98,True,A,True,False,1,1
119A68,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.87,False,A,True,False,1,1
119A69,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.95,True,A,True,False,1,1
119A70,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,ad,ae,False,1.0,True,A,True,False,0,1
119A71,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,ae,ae,True,0.85,False,A,True,False,1,1
119A72,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,ce,ce,True,0.95,False,A,True,False,1,1
119A73,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,be,be,True,0.95,True,A,True,False,1,1
119A74,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,ab,ab,True,0.97,True,A,True,False,1,1
119A75,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,100,600,False,1.0,False,A,True,False,0,1
119B1,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,a,True,0.95,False,B,False,True,1,1
119B2,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.96,False,B,False,True,1,1
119B3,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,a,True,0.95,False,B,False,True,1,1
119B4,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.98,False,B,False,True,1,1
119B5,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,1.0,False,B,False,True,1,1
119B6,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,e,False,0.95,False,B,False,True,0,1
119B7,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.925,False,B,False,True,1,1
119B8,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.97,False,B,False,True,1,1
119B9,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,a,False,0.95,True,B,False,True,0,1
119B10,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,a,True,1.0,False,B,False,True,1,1
119B11,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,1.0,False,B,False,True,1,1
119B12,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.98,False,B,False,True,1,1
119B13,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,d,False,0.63,False,B,False,True,0,1
119B14,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,a,True,0.95,False,B,False,True,1,1
119B15,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.95,False,B,False,True,1,1
119B16,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,c,True,0.85,False,B,False,True,1,1
119B17,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.95,False,B,False,True,1,1
119B18,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,d,False,0.98,False,B,False,True,0,1
119B19,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.91,False,B,False,True,1,1
119B20,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,c,True,0.95,False,B,False,True,1,1
119B21,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.98,False,B,False,True,1,1
119B22,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,a,False,0.95,False,B,False,True,0,1
119B23,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,bc,b,False,1.0,False,B,False,True,0,1
119B24,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.85,False,B,False,True,1,1
119B25,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.98,False,B,False,True,1,1
119B26,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,a,False,0.95,False,B,False,True,0,3
119B27,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,d,False,0.8,False,B,False,True,0,3
119B28,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.95,False,B,False,True,3,3
119B29,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.95,False,B,False,True,3,3
119B30,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,c,True,0.95,True,B,False,True,3,3
119B31,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,a,False,1.0,False,B,False,True,0,3
119B32,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,1.0,False,B,False,True,3,3
119B33,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.98,False,B,False,True,3,3
119B34,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.98,False,B,False,True,3,3
119B35,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,a,True,0.95,False,B,False,True,3,3
119B36,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.95,False,B,False,True,3,3
119B37,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,c,True,0.95,False,B,False,True,3,3
119B38,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.976,False,B,False,True,3,3
119B39,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.97,False,B,False,True,3,3
119B40,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,ac,a,False,0.3,False,B,False,True,0,3
119B41,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,b,False,0.95,False,B,False,True,0,3
119B42,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,c,True,0.95,False,B,False,True,3,3
119B43,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.95,True,B,False,True,3,3
119B44,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.91,True,B,False,True,3,3
119B45,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,e,False,0.85,False,B,False,True,0,3
119B46,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.95,False,B,False,True,3,3
119B47,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.95,False,B,False,True,3,3
119B48,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.9,False,B,False,True,3,3
119B49,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,b,False,0.95,False,B,False,True,0,3
119B50,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.93,False,B,False,True,3,3
119C1,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.95,False,C,True,False,1,1
119C2,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,d,False,0.95,True,C,True,False,0,1
119C3,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.95,False,C,True,False,1,1
119C4,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.95,False,C,True,False,1,1
119C5,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.85,False,C,True,False,1,1
119C6,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.95,False,C,True,False,1,1
119C7,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.95,False,C,True,False,1,1
119C8,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.95,False,C,True,False,1,1
119C9,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,c,False,0.85,False,C,True,False,0,1
119C10,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.92,False,C,True,False,1,1
119C11,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.9,False,C,True,False,1,1
119C12,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.9,False,C,True,False,1,1
119C13,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.9,False,C,True,False,1,1
119C14,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,e,False,0.85,False,C,True,False,0,1
119C15,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.96,True,C,True,False,1,1
119C16,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,a,True,0.95,False,C,True,False,1,1
119C17,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.95,False,C,True,False,1,1
119C18,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,a,False,0.65,False,C,True,False,0,1
119C19,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.95,False,C,True,False,1,1
119C20,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,c,False,0.95,False,C,True,False,0,1
119C21,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,1.0,False,C,True,False,1,1
119C22,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,e,False,0.75,True,C,True,False,0,1
119C23,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.95,False,C,True,False,1,1
119C24,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.95,False,C,True,False,1,1
119C25,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,c,True,1.0,False,C,True,False,1,1
119C26,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.98,False,C,True,False,1,1
119C27,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,a,a,True,1.0,False,C,True,False,1,1
119C28,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.85,False,C,True,False,1,1
119C29,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.98,False,C,True,False,1,1
119C30,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.95,False,C,True,False,1,1
119C31,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,e,True,0.95,False,C,True,False,1,1
119C32,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,be,be,True,0.95,False,C,True,False,1,1
119C33,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,be,be,True,0.989,True,C,True,False,1,1
119C34,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,ab,ab,True,0.9,False,C,True,False,1,1
119C35,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,bed,bde,False,1.0,False,C,True,False,0,1
119C36,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.98,True,C,True,False,1,1
119C37,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d,d,True,0.95,False,C,True,False,1,1
119C38,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,e,False,0.95,False,C,True,False,0,1
119C39,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,yesterday,a,False,1.0,False,C,True,False,0,1
119C40,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,c,True,0.95,True,C,True,False,1,1
119C41,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,c,False,0.98,False,C,True,False,0,1
119C42,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,a,False,0.95,True,C,True,False,0,1
119C43,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,b,True,0.95,False,C,True,False,1,1
119C44,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,c,b,False,0.93,False,C,True,False,0,1
119C45,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,ab,a,False,0.95,False,C,True,False,0,1
119C46,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,b,a,False,0.95,False,C,True,False,0,1
119C47,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,d. 二酸化炭素中毒,d,False,0.85,False,C,True,False,0,1
119C48,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-sft-0.4:Q4_K_M,e,c,False,0.85,False,C,True,False,0,1
