question_number,model,model_answer,correct_answer,is_correct,confidence,has_image,block,is_general,is_required,score,possible
119A52,openrouter-qwen/qwen-2.5-72b-instruct:free,c,d,False,0.85,True,A,True,False,0,1
119A53,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.85,False,A,True,False,1,1
119A54,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.9,True,A,True,False,1,1
119A55,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.9,False,A,True,False,1,1
119A56,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.85,False,A,True,False,1,1
119A57,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.85,False,A,True,False,1,1
119A58,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.9,True,A,True,False,1,1
119A59,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.85,True,A,True,False,1,1
119A60,openrouter-qwen/qwen-2.5-72b-instruct:free,e,a,False,0.8,True,A,True,False,0,1
119A61,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.9,True,A,True,False,1,1
119A62,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.9,True,A,True,False,1,1
119A63,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.75,True,A,True,False,1,1
119A64,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.9,False,A,True,False,1,1
119A65,openrouter-qwen/qwen-2.5-72b-instruct:free,b,c,False,0.9,False,A,True,False,0,1
119A66,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.8,True,A,True,False,1,1
119A67,openrouter-qwen/qwen-2.5-72b-instruct:free,c,e,False,0.85,True,A,True,False,0,1
119A68,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.9,False,A,True,False,1,1
119A69,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.95,True,A,True,False,1,1
119A70,openrouter-qwen/qwen-2.5-72b-instruct:free,ae,ae,True,0.95,True,A,True,False,1,1
119A71,openrouter-qwen/qwen-2.5-72b-instruct:free,ae,ae,True,0.85,False,A,True,False,1,1
119A72,openrouter-qwen/qwen-2.5-72b-instruct:free,ce,ce,True,0.9,False,A,True,False,1,1
119A73,openrouter-qwen/qwen-2.5-72b-instruct:free,be,be,True,0.9,True,A,True,False,1,1
119A74,openrouter-qwen/qwen-2.5-72b-instruct:free,ab,ab,True,0.95,True,A,True,False,1,1
119A75,openrouter-qwen/qwen-2.5-72b-instruct:free,0,600,False,1.0,False,A,True,False,0,1
119B1,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,B,False,True,1,1
119B2,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,B,False,True,1,1
119B3,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,B,False,True,1,1
119B4,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,B,False,True,1,1
119B5,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,B,False,True,1,1
119B6,openrouter-qwen/qwen-2.5-72b-instruct:free,d,e,False,1.0,False,B,False,True,0,1
119B7,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.85,False,B,False,True,1,1
119B8,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.9,False,B,False,True,1,1
119B9,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,True,B,False,True,1,1
119B10,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.9,False,B,False,True,1,1
119B11,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,B,False,True,1,1
119B12,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.9,False,B,False,True,1,1
119B13,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.95,False,B,False,True,1,1
119B14,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,B,False,True,1,1
119B15,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,B,False,True,1,1
119B16,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.8,False,B,False,True,1,1
119B17,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,B,False,True,1,1
119B18,openrouter-qwen/qwen-2.5-72b-instruct:free,c,d,False,1.0,False,B,False,True,0,1
119B19,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,1.0,False,B,False,True,1,1
119B20,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,1.0,False,B,False,True,1,1
119B21,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.9,False,B,False,True,1,1
119B22,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,B,False,True,1,1
119B23,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,B,False,True,1,1
119B24,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,B,False,True,1,1
119B25,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,B,False,True,1,1
119B26,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,B,False,True,3,3
119B27,openrouter-qwen/qwen-2.5-72b-instruct:free,e,d,False,0.85,False,B,False,True,0,3
119B28,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.85,False,B,False,True,3,3
119B29,openrouter-qwen/qwen-2.5-72b-instruct:free,b,e,False,0.8,False,B,False,True,0,3
119B30,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.95,True,B,False,True,3,3
119B31,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.9,False,B,False,True,3,3
119B32,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.85,False,B,False,True,3,3
119B33,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,B,False,True,3,3
119B34,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.95,False,B,False,True,3,3
119B35,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.9,False,B,False,True,3,3
119B36,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,B,False,True,3,3
119B37,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.85,False,B,False,True,3,3
119B38,openrouter-qwen/qwen-2.5-72b-instruct:free,c,e,False,0.9,False,B,False,True,0,3
119B39,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,B,False,True,3,3
119B40,openrouter-qwen/qwen-2.5-72b-instruct:free,e,a,False,0.9,False,B,False,True,0,3
119B41,openrouter-qwen/qwen-2.5-72b-instruct:free,c,b,False,0.8,False,B,False,True,0,3
119B42,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.9,False,B,False,True,3,3
119B43,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.85,True,B,False,True,3,3
119B44,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.95,True,B,False,True,3,3
119B45,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,B,False,True,3,3
119B46,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.8,False,B,False,True,3,3
119B47,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.85,False,B,False,True,3,3
119B48,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.85,False,B,False,True,3,3
119B49,openrouter-qwen/qwen-2.5-72b-instruct:free,be,b,False,0.95,False,B,False,True,0,3
119B50,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.85,False,B,False,True,3,3
119C1,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,C,True,False,1,1
119C2,openrouter-qwen/qwen-2.5-72b-instruct:free,a,d,False,1.0,True,C,True,False,0,1
119C3,openrouter-qwen/qwen-2.5-72b-instruct:free,d,e,False,1.0,False,C,True,False,0,1
119C4,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,1.0,False,C,True,False,1,1
119C5,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,C,True,False,1,1
119C6,openrouter-qwen/qwen-2.5-72b-instruct:free,c,d,False,1.0,False,C,True,False,0,1
119C7,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,C,True,False,1,1
119C8,openrouter-qwen/qwen-2.5-72b-instruct:free,b,d,False,0.85,False,C,True,False,0,1
119C9,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,1.0,False,C,True,False,1,1
119C10,openrouter-qwen/qwen-2.5-72b-instruct:free,c,d,False,0.85,False,C,True,False,0,1
119C11,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,C,True,False,1,1
119C12,openrouter-qwen/qwen-2.5-72b-instruct:free,be,e,False,1.0,False,C,True,False,0,1
119C13,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,C,True,False,1,1
119C14,openrouter-qwen/qwen-2.5-72b-instruct:free,c,e,False,1.0,False,C,True,False,0,1
119C15,openrouter-qwen/qwen-2.5-72b-instruct:free,c,e,False,1.0,True,C,True,False,0,1
119C16,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.85,False,C,True,False,1,1
119C17,openrouter-qwen/qwen-2.5-72b-instruct:free,abcde,d,False,1.0,False,C,True,False,0,1
119C18,openrouter-qwen/qwen-2.5-72b-instruct:free,d,a,False,0.9,False,C,True,False,0,1
119C19,openrouter-qwen/qwen-2.5-72b-instruct:free,b,d,False,1.0,False,C,True,False,0,1
119C20,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,1.0,False,C,True,False,1,1
119C21,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,C,True,False,1,1
119C22,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.85,True,C,True,False,1,1
119C23,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,1.0,False,C,True,False,1,1
119C24,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,C,True,False,1,1
119C25,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,1.0,False,C,True,False,1,1
119C26,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,C,True,False,1,1
119C27,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,C,True,False,1,1
119C28,openrouter-qwen/qwen-2.5-72b-instruct:free,b,e,False,0.85,False,C,True,False,0,1
119C29,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,C,True,False,1,1
119C30,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.9,False,C,True,False,1,1
119C31,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,C,True,False,1,1
119C32,openrouter-qwen/qwen-2.5-72b-instruct:free,be,be,True,1.0,False,C,True,False,1,1
119C33,openrouter-qwen/qwen-2.5-72b-instruct:free,be,be,True,1.0,True,C,True,False,1,1
119C34,openrouter-qwen/qwen-2.5-72b-instruct:free,ab,ab,True,1.0,False,C,True,False,1,1
119C35,openrouter-qwen/qwen-2.5-72b-instruct:free,bde,bde,True,0.9,False,C,True,False,1,1
119C36,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.8,True,C,True,False,1,1
119C37,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,1.0,False,C,True,False,1,1
119C38,openrouter-qwen/qwen-2.5-72b-instruct:free,b,e,False,0.9,False,C,True,False,0,1
119C39,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,C,True,False,1,1
119C40,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.85,True,C,True,False,1,1
119C41,openrouter-qwen/qwen-2.5-72b-instruct:free,b,c,False,0.85,False,C,True,False,0,1
119C42,openrouter-qwen/qwen-2.5-72b-instruct:free,c,a,False,0.85,True,C,True,False,0,1
119C43,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.9,False,C,True,False,1,1
119C44,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,C,True,False,1,1
119C45,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,C,True,False,1,1
119C46,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.8,False,C,True,False,1,1
119C47,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.9,False,C,True,False,1,1
119C48,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.9,False,C,True,False,1,1
119C49,openrouter-qwen/qwen-2.5-72b-instruct:free,e,d,False,0.9,True,C,True,False,0,1
119C50,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,1.0,True,C,True,False,1,1
119C51,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,C,True,False,1,1
119C52,openrouter-qwen/qwen-2.5-72b-instruct:free,c,d,False,1.0,False,C,True,False,0,1
119C53,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.85,False,C,True,False,1,1
119C54,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.9,False,C,True,False,1,1
119C55,openrouter-qwen/qwen-2.5-72b-instruct:free,b,e,False,0.8,False,C,True,False,0,1
119C56,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,True,C,True,False,1,1
119C57,openrouter-qwen/qwen-2.5-72b-instruct:free,b,e,False,0.85,True,C,True,False,0,1
119C58,openrouter-qwen/qwen-2.5-72b-instruct:free,ad,ad,True,0.9,False,C,True,False,1,1
119C59,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,C,True,False,1,1
119C60,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,1.0,False,C,True,False,1,1
119C61,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.9,True,C,True,False,1,1
119C62,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,1.0,False,C,True,False,1,1
119C63,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.85,True,C,True,False,1,1
119C64,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,C,True,False,1,1
119C65,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.85,True,C,True,False,1,1
119C66,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.85,True,C,True,False,1,1
119C67,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.9,False,C,True,False,1,1
119C68,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,C,True,False,1,1
119C69,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.7,False,C,True,False,1,1
119C70,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.85,False,C,True,False,1,1
119C71,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.8,False,C,True,False,1,1
119C72,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.8,False,C,True,False,1,1
119C73,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,C,True,False,1,1
119C74,openrouter-qwen/qwen-2.5-72b-instruct:free,29,36,False,1.0,False,C,True,False,0,1
119C75,openrouter-qwen/qwen-2.5-72b-instruct:free,27,27,True,1.0,False,C,True,False,1,1
119D1,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,1.0,False,D,True,False,1,1
119D2,openrouter-qwen/qwen-2.5-72b-instruct:free,d,b,False,0.9,True,D,True,False,0,1
119D3,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,1.0,False,D,True,False,1,1
119D4,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,D,True,False,1,1
119D5,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,D,True,False,1,1
119D6,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.9,False,D,True,False,1,1
119D7,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.9,False,D,True,False,1,1
119D8,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,D,True,False,1,1
119D9,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,D,True,False,1,1
119D10,openrouter-qwen/qwen-2.5-72b-instruct:free,c,d,False,0.85,True,D,True,False,0,1
119D11,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.85,True,D,True,False,1,1
119D12,openrouter-qwen/qwen-2.5-72b-instruct:free,cd,cd,True,1.0,False,D,True,False,1,1
119D13,openrouter-qwen/qwen-2.5-72b-instruct:free,ab,ab,True,1.0,False,D,True,False,1,1
119D14,openrouter-qwen/qwen-2.5-72b-instruct:free,be,be,True,1.0,False,D,True,False,1,1
119D15,openrouter-qwen/qwen-2.5-72b-instruct:free,bcd,bcd,True,1.0,False,D,True,False,1,1
119D16,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.85,True,D,True,False,1,1
119D17,openrouter-qwen/qwen-2.5-72b-instruct:free,c,e,False,0.9,True,D,True,False,0,1
119D18,openrouter-qwen/qwen-2.5-72b-instruct:free,a,e,False,0.85,True,D,True,False,0,1
119D19,openrouter-qwen/qwen-2.5-72b-instruct:free,c,b,False,0.85,True,D,True,False,0,1
119D20,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,1.0,False,D,True,False,1,1
119D21,openrouter-qwen/qwen-2.5-72b-instruct:free,b,c,False,0.9,True,D,True,False,0,1
119D22,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.95,False,D,True,False,1,1
119D23,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.9,False,D,True,False,1,1
119D24,openrouter-qwen/qwen-2.5-72b-instruct:free,c,d,False,0.85,True,D,True,False,0,1
119D25,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.95,False,D,True,False,1,1
119D26,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,1.0,False,D,True,False,1,1
119D27,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.95,False,D,True,False,1,1
119D28,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,D,True,False,1,1
119D29,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,1.0,True,D,True,False,1,1
119D30,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.9,False,D,True,False,1,1
119D31,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.85,True,D,True,False,1,1
119D32,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.85,True,D,True,False,1,1
119D33,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.9,False,D,True,False,1,1
119D34,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,D,True,False,1,1
119D35,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,1.0,False,D,True,False,1,1
119D36,openrouter-qwen/qwen-2.5-72b-instruct:free,b,e,False,0.9,False,D,True,False,0,1
119D37,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.95,True,D,True,False,1,1
119D38,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.9,True,D,True,False,1,1
119D39,openrouter-qwen/qwen-2.5-72b-instruct:free,a,e,False,0.8,False,D,True,False,0,1
119D40,openrouter-qwen/qwen-2.5-72b-instruct:free,a,a,True,0.85,True,D,True,False,1,1
119D41,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.9,True,D,True,False,1,1
119D42,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,1.0,False,D,True,False,1,1
119D43,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.9,True,D,True,False,1,1
119D44,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.9,False,D,True,False,1,1
119D45,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.9,False,D,True,False,1,1
119D46,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,D,True,False,1,1
119D47,openrouter-qwen/qwen-2.5-72b-instruct:free,a,e,False,0.85,True,D,True,False,0,1
119D48,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,1.0,False,D,True,False,1,1
119D49,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.9,False,D,True,False,1,1
119D50,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.85,False,D,True,False,1,1
119D51,openrouter-qwen/qwen-2.5-72b-instruct:free,b,b,True,0.9,False,D,True,False,1,1
119D52,openrouter-qwen/qwen-2.5-72b-instruct:free,d,a,False,0.9,False,D,True,False,0,1
119D53,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.95,False,D,True,False,1,1
119D54,openrouter-qwen/qwen-2.5-72b-instruct:free,b,c,False,0.9,True,D,True,False,0,1
119D55,openrouter-qwen/qwen-2.5-72b-instruct:free,e,c,False,0.95,False,D,True,False,0,1
119D56,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.95,True,D,True,False,1,1
119D57,openrouter-qwen/qwen-2.5-72b-instruct:free,d,d,True,0.9,True,D,True,False,1,1
119D58,openrouter-qwen/qwen-2.5-72b-instruct:free,d,e,False,0.95,False,D,True,False,0,1
119D59,openrouter-qwen/qwen-2.5-72b-instruct:free,c,d,False,0.9,True,D,True,False,0,1
119D60,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,1.0,True,D,True,False,1,1
119D61,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.9,False,D,True,False,1,1
119D62,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.9,False,D,True,False,1,1
119D63,openrouter-qwen/qwen-2.5-72b-instruct:free,d,b,False,1.0,True,D,True,False,0,1
119D64,openrouter-qwen/qwen-2.5-72b-instruct:free,e,e,True,0.8,True,D,True,False,1,1
119D65,openrouter-qwen/qwen-2.5-72b-instruct:free,c,c,True,0.85,False,D,True,False,1,1
119D66,openrouter-qwen/qwen-2.5-72b-instruct:free,a,b,False,0.95,False,D,True,False,0,1
