question_number,model,model_answer,correct_answer,is_correct,confidence,has_image,block,is_general,is_required,score,possible
119C18,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,a,False,0.95,False,C,True,False,0,1
119C22,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,d,e,False,0.95,True,C,True,False,0,1
119C26,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,de,e,False,1.0,False,C,True,False,0,1
119C27,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,a,False,0.85,False,C,True,False,0,1
119C33,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,bd,be,False,1.0,True,C,True,False,0,1
119C34,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,ab,False,0.95,False,C,True,False,0,1
119C38,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,e,False,0.95,False,C,True,False,0,1
119C41,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,c,False,0.95,False,C,True,False,0,1
119C42,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,d,a,False,0.95,True,C,True,False,0,1
119C44,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,b,False,1.0,False,C,True,False,0,1
119C45,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,a,False,0.95,False,C,True,False,0,1
119C46,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,a,False,0.95,False,C,True,False,0,1
119C47,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,d,False,0.98,False,C,True,False,0,1
119C48,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,c,False,1.0,False,C,True,False,0,1
119C49,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,d,False,0.95,True,C,True,False,0,1
119C50,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,c,False,0.92,True,C,True,False,0,1
119C51,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,d,e,False,0.95,False,C,True,False,0,1
119C52,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,d,False,0.8,False,C,True,False,0,1
119C55,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,e,False,0.95,False,C,True,False,0,1
119C57,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e. プロスタグランジン関連薬,e,False,,True,C,True,False,0,1
119C58,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,de,ad,False,0.95,False,C,True,False,0,1
119C63,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,e,False,0.95,True,C,True,False,0,1
119C66,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e. 左胸腔内液体貯留の増加,e,False,,True,C,True,False,0,1
119C68,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,a,False,0.95,False,C,True,False,0,1
119C69,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,e,False,0.95,False,C,True,False,0,1
119C71,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,d,a,False,,False,C,True,False,0,1
119C73,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,a. 生理食塩液,a,False,,False,C,True,False,0,1
119C74,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,impossible,36,False,1.0,False,C,True,False,0,1
119C75,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,127.3,27,False,0.95,False,C,True,False,0,1
119D4,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,d,b,False,0.95,False,D,True,False,0,1
119D15,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,"a, b, e",bcd,False,0.85,False,D,True,False,0,1
119D16,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,a,False,0.85,True,D,True,False,0,1
119D17,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,e,False,0.85,True,D,True,False,0,1
119D18,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,a,e,False,0.8,True,D,True,False,0,1
119D19,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,b,False,1.0,True,D,True,False,0,1
119D21,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,c,False,0.85,True,D,True,False,0,1
119D24,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,d,False,0.85,True,D,True,False,0,1
119D25,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,c,False,0.98,False,D,True,False,0,1
119D37,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,d. 成長ホルモン分泌不全性低身長症,d,False,,True,D,True,False,0,1
119D39,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e. 活動型ビタミンデン製剤,e,False,,False,D,True,False,0,1
119D40,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,b,a,False,0.95,True,D,True,False,0,1
119D42,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,de,d,False,,False,D,True,False,0,1
119D44,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,b,False,1.0,False,D,True,False,0,1
119D50,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,a,b,False,1.0,False,D,True,False,0,1
119D53,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,5,d,False,,False,D,True,False,0,1
119D54,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,c,False,,True,D,True,False,0,1
119D55,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,c,False,0.95,False,D,True,False,0,1
119D57,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,d,False,1.0,True,D,True,False,0,1
119D58,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,e,False,0.96,False,D,True,False,0,1
119D66,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,bc,b,False,0.85,False,D,True,False,0,1
119D67,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,d,False,0.92,True,D,True,False,0,1
119D71,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,"[""b"", ""e""]",be,False,1.0,True,D,True,False,0,1
119E1,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,d,False,0.9,False,E,False,True,0,1
119E2,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,be,c,False,0.96,False,E,False,True,0,1
119E12,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,e,False,0.8,True,E,False,True,0,1
119E14,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,a,False,0.85,False,E,False,True,0,1
119E16,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,a,e,False,0.95,False,E,False,True,0,1
119E22,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,a,False,0.85,False,E,False,True,0,1
119E23,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,a,False,0.85,True,E,False,True,0,1
119E27,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,d. 下肢静脈超音波検査,d,False,,False,E,False,True,0,3
119E33,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,"b, e",c,False,,False,E,False,True,0,3
119E36,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,e,False,0.95,False,E,False,True,0,3
119E46,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e. 反跳痛,e,False,,False,E,False,True,0,3
119F10,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,b,False,1.0,False,F,True,False,0,1
119F17,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,b,False,0.95,False,F,True,False,0,1
119F18,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,d,c,False,0.9,False,F,True,False,0,1
119F22,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,b,False,0.95,False,F,True,False,0,1
119F31,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,be,ad,False,0.85,False,F,True,False,0,1
119F44,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,e,False,1.0,False,F,True,False,0,1
119F46,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,a,False,0.8,False,F,True,False,0,1
119F47,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,e,c,False,0.95,False,F,True,False,0,1
119F56,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,de,be,False,0.9,False,F,True,False,0,1
119F60,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,ce,de,False,0.95,False,F,True,False,0,1
119F61,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,d,cd,False,0.95,False,F,True,False,0,1
119F66,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,ac,cd,False,1.0,False,F,True,False,0,1
119F67,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c d,ce,False,,False,F,True,False,0,1
119F71,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,d,e,False,0.8,False,F,True,False,0,1
119F74,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,c,d,False,0.95,True,F,True,False,0,1
119F75,huggingface.co/doctorin/CA-DeepSeek-R1-D-Qwen-32B-Jp-cpt-0.3:Q4_K_M,16,40,False,0.99,False,F,True,False,0,1
