question_number,model,model_answer,correct_answer,is_correct,confidence,has_image,block,is_general,is_required,score,possible
119A52,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,d,False,1.0,True,A,True,False,0,1
119A58,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],c,False,0.0,True,A,True,False,0,1
119A60,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,bde,a,False,1.0,True,A,True,False,0,1
119A61,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],b,False,0.0,True,A,True,False,0,1
119A70,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,ae,False,0.93816545,True,A,True,False,0,1
119A75,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,349,600,False,1.0,False,A,True,False,0,1
119B5,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,e,False,1.0,False,B,False,True,0,1
119B9,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,a,False,0.87,True,B,False,True,0,1
119B16,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,c,False,1.0,False,B,False,True,0,1
119B18,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a,d,False,0.825,False,B,False,True,0,1
119B21,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],e,False,0.0,False,B,False,True,0,1
119B26,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,a,False,1.0,False,B,False,True,0,3
119B27,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,ad,d,False,0.96,False,B,False,True,0,3
119B29,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,e,False,0.95,False,B,False,True,0,3
119B33,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,e,False,1.0,False,B,False,True,0,3
119B35,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,a,False,1.0,False,B,False,True,0,3
119B37,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a,c,False,0.95,False,B,False,True,0,3
119B39,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],e,False,0.0,False,B,False,True,0,3
119B40,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,a,False,0.8463952781881813,False,B,False,True,0,3
119B41,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,b,False,0.98765,False,B,False,True,0,3
119B43,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,"d, e",b,False,0.96287350423431,True,B,False,True,0,3
119B45,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,e,False,1.0,False,B,False,True,0,3
119B46,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],e,False,0.0,False,B,False,True,0,3
119B49,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,b,False,1.0,False,B,False,True,0,3
119C1,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,b,False,0.2651187394163446,False,C,True,False,0,1
119C2,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,d,False,0.75,True,C,True,False,0,1
119C7,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],e,False,0.0,False,C,True,False,0,1
119C8,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,bd,d,False,0.5,False,C,True,False,0,1
119C13,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,b,False,0.7,False,C,True,False,0,1
119C14,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,e,False,0.4908218532763859,False,C,True,False,0,1
119C15,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,e,False,0.987567,True,C,True,False,0,1
119C17,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],d,False,0.0,False,C,True,False,0,1
119C18,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,a,False,1.0,False,C,True,False,0,1
119C20,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,c,False,0.936484127359395,False,C,True,False,0,1
119C22,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],e,False,0.0,True,C,True,False,0,1
119C23,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,d,False,0.984,False,C,True,False,0,1
119C28,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,8;100;90.9;1.6,e,False,1.0,False,C,True,False,0,1
119C42,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,a,False,0.96,True,C,True,False,0,1
119C44,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,b,False,0.9826475381851196,False,C,True,False,0,1
119C46,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,a,False,0.87,False,C,True,False,0,1
119C47,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a,d,False,0.923176386754712,False,C,True,False,0,1
119C49,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a,d,False,0.2673498334503,True,C,True,False,0,1
119C50,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,c,False,0.841242326597721,True,C,True,False,0,1
119C51,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,e,False,0.98,False,C,True,False,0,1
119C52,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,d,False,0.9231489062309265,False,C,True,False,0,1
119C65,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,be,b,False,0.9356725146198829,True,C,True,False,0,1
119C68,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],a,False,0.0,False,C,True,False,0,1
119C69,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e 確信度(0~1): 0.95,e,False,,False,C,True,False,0,1
119C74,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,13,36,False,1.0,False,C,True,False,0,1
119D2,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a,b,False,0.2134987265405655,True,D,True,False,0,1
119D12,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a,cd,False,1.0,False,D,True,False,0,1
119D14,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a,be,False,0.75,False,D,True,False,0,1
119D17,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],e,False,0.0,True,D,True,False,0,1
119D18,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,e,False,0.75,True,D,True,False,0,1
119D19,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,b,False,1.0,True,D,True,False,0,1
119D21,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],c,False,1.0,True,D,True,False,0,1
119D22,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,c,False,0.81,False,D,True,False,0,1
119D26,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,c,False,1.0,False,D,True,False,0,1
119D33,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,d,False,1.0,False,D,True,False,0,1
119D36,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,e,False,0.63,False,D,True,False,0,1
119D41,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],c,False,0.0,True,D,True,False,0,1
119D46,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,e,False,1.0,False,D,True,False,0,1
119D47,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,e,False,1.0,True,D,True,False,0,1
119D52,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,a,False,1.0,False,D,True,False,0,1
119D53,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,d,False,0.0,False,D,True,False,0,1
119D54,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,c,False,0.893957421767454,True,D,True,False,0,1
119D57,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,d,False,1.0,True,D,True,False,0,1
119D58,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,e,False,1.0,False,D,True,False,0,1
119D59,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,d,False,0.9796435832977294,True,D,True,False,0,1
119D63,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,b,False,0.9172798455236322,True,D,True,False,0,1
119D67,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,d,False,1.0,True,D,True,False,0,1
119D73,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,bc,False,0.9515,True,D,True,False,0,1
119D75,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a,abc,False,0.9831,False,D,True,False,0,1
119E2,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,bc,c,False,1.0,False,E,False,True,0,1
119E7,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b (100%),b,False,1.0,False,E,False,True,0,1
119E10,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,a,False,1.0,False,E,False,True,0,1
119E11,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,ab,e,False,0.92857143,False,E,False,True,0,1
119E12,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,e,False,0.8,True,E,False,True,0,1
119E18,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,ad,d,False,1.0,False,E,False,True,0,1
119E19,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],e,False,0.0,False,E,False,True,0,1
119E21,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a,e,False,1.0,False,E,False,True,0,1
119E23,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,e,a,False,0.95,True,E,False,True,0,1
119E24,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,e,False,1.0,True,E,False,True,0,1
119E30,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,b,False,0.98,True,E,False,True,0,3
119E31,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,e,False,0.9678958655062804,False,E,False,True,0,3
119E36,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a,e,False,0.95,False,E,False,True,0,3
119E39,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,e,False,0.69,False,E,False,True,0,3
119E46,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,cde,e,False,1.0,False,E,False,True,0,3
119E48,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,e,False,0.75,False,E,False,True,0,3
119E50,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,c,False,0.978462159335,True,E,False,True,0,3
119F4,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,"""a""",a,False,1.0,False,F,True,False,0,1
119F5,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],e,False,0.0,False,F,True,False,0,1
119F7,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,a,False,1.0,False,F,True,False,0,1
119F18,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,ad,c,False,0.85,False,F,True,False,0,1
119F19,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],c,False,0.0,False,F,True,False,0,1
119F23,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],e,False,0.0,False,F,True,False,0,1
119F26,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,a,False,1.0,False,F,True,False,0,1
119F30,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a,ac,False,1.0,False,F,True,False,0,1
119F31,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,ac,ad,False,1.0,False,F,True,False,0,1
119F39,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,d,c,False,1.0,False,F,True,False,0,1
119F44,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,b,e,False,0.6435,False,F,True,False,0,1
119F46,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,c,a,False,0.95,False,F,True,False,0,1
119F55,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,ce,d,False,0.99,False,F,True,False,0,1
119F56,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],be,False,0.0,False,F,True,False,0,1
119F61,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,cf,cd,False,0.75,False,F,True,False,0,1
119F66,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],cd,False,0.58,False,F,True,False,0,1
119F67,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,a e,ce,False,0.79432826,False,F,True,False,0,1
119F71,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,[選んだ回答(単数/複数/数値)],e,False,0.0,False,F,True,False,0,1
119F75,ollama-models/Preferred-MedLLM-Qwen-72B-bf16.gguf:latest,84,40,False,1.0,False,F,True,False,0,1
